,sampling_location,sample_date,sample_time,weather_condition_dry_or_wet,top_sample_temperature_c,site_actual_depth_ft,top_sample_depth_ft,top_salinity_psu,top_conductivity_s_m,ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l,percentage_o2_saturation_top_sample,light_trans_transparency_top_sample,top_sigma_t_kg_m3,top_fluorometer_mg_m3,top_sample_par_ue_s_m2,oxidation_reduction_potential_mv_top_sample,current_speed_knot,current_direction_current_direction,wind_speed_mph,wind_direction_wind_direction,sea_state,winkler_method_top_dissolved_oxygen_mg_l,secchi_depth_ft,top_ph,top_fecal_coliform_bacteria_cells_100ml,top_enterococci_bacteria_cells_100ml,top_nitrate_nitrite_mg_l,top_ammonium_mg_l,top_ortho_phosphorus_mg_l,top_total_kjeldhal_nitrogen_mg_l,top_silica_mg_l,total_phosphorus_mg_l,top_total_suspended_solid_mg_l,top_active_chlorophyll_a_g_l,top_dissolved_organic_carbon_mg_l,long,lat,type,bottom_sample_temperature_c,bottom_salinity_psu,winkler_method_bottom_dissolved_oxygen_mg_l,top_total_coliform_cells_100_ml,top_bottom_coliform_cells_100_ml,top_five_day_biochemical_oxygen_demand_mg_l,bottom_five_day_biochemical_oxygen_demand_mg_l,oakwood_bod_top_sample_mg_l,oakwood_bod_bottom_sample_mg_l,bottom_sample_depth_ft,bottom_conductivity_s_m,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,percentage_o2_saturation_bottom_sample,bottom_sigma_t_kg_m3,bottom_fluorometer_mg_m3,bottom_ph,bottom_fecal_coliform_bacteria_cells_100ml,enterococcus_top_sample_less_than_or_greater_than_result,enterococcus_bottom_sample_less_than_or_greater_than_result,bottom_enterococci_bacteria_cells_100ml,bottom_total_suspended_solid_mg_l,sampling_comment,top_pcb_plate_count_thous_ml,bottom_pcb_plate_count_thous_ml,oxidation_reduction_potential_mv_bottom_sample,light_trans_transparency_bottom_sample,ctd_conductivity_temperature_depth_profiler_ph_top_sample,ctd_conductivity_temperature_depth_profiler_ph_bottom_sample,top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s,duplicate_sample,bottom_sample_par_ue_s_ue_s_m2,bottom_silica_mg_l,top_sample_salinity_ysi_psu,top_sample_temperature_ysi_c,top_coliform_log_no_ml,bottom_coliform_log_no_ml,fecal_coliform_top_sample_less_than_or_greater_than_result,chlorophyll_top_sample_field_u_l_ysi,top_dissolved_organic_carbon_ysi_mg_l,bottom_dissolved_organic_carbon_ysi_mg_l,bottom_sample_salinity_ysi_psu,bottom_sample_temperature_ysi_c,top_bacteria_per_c_c_1909,bottom_bacteria_per_c_c_1909,top_turbidity_nephelometric_turbidity_units,top_total_organic_carbon_mg_l,chlorophyll_bottom_sample_field_u_l_ysi,bottom_turbidity_ysi_nephelometric_turbidity_units,fecal_coliform_bottom_sample_less_than_or_greater_than_result,bottom_nitrate_nitrite_mg_l,bottom_ammonium_mg_l,bottom_ortho_phosphorus_mg_l,bottom_total_phosphorus_mg_l,bottom_total_kjeldhal_nitrogen_mg_l,top_sample_depth_ysi_ft,bottom_depth_ysi_ft,bottom_active_chlorophyll_a_g_l
262,J2,1993-01-27T00:00:00.000,11:28 AM,,3.64,44.0,1.0,26.37,2.49,,,,20.96,,,,,S,,,,11.55,12.0,8.03,,,0.31,0.77,0.038,,,0.097,34.0,5.3,,-73.885835,40.608055,Permanent,4.3,27.76,10.92,,,,,1.8,1.1,11.0,2.66,,,22.01,,7.93,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,H3,1918-07-16T00:00:00.000,3:35 PM,,23.0,15.0,,14.0,,,,,,,,,,SL,,,,4.21,,,,,,,,,,,,,,-73.933833,40.828,Permanent,22.5,14.7,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,NC0,2007-10-03T00:00:00.000,10:27 AM,Dry,21.7,15.0,,23.0,,,,,,,,,0.1,W,3,SW,1,2.06,4.5,7.05,520,148,0.294,0.838,0.215,1.43,3.76,0.307,12.0,2.73,3.28,-73.931556,40.714961,Permanent,21.9,24.2,1.13,,,,,,,,,,,,,7.06,20.0,,,16.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,E14,1995-01-04T00:00:00.000,11:55 AM,,5.47,23.0,3.28,22.39,2.26,,,,17.65,,5.0,,,E,16,W,1,9.19,3.0,7.36,,,0.58,0.69,0.12,,,0.19,21.0,2.1,,-73.8645,40.800833,Permanent,5.23,23.91,9.13,,,1.7,1.7,,,29.52,2.38,,,18.86,0.22,7.44,,,,,23.0,,,,,60.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,E5,1999-07-14T00:00:00.000,11:00 AM,,21.22,69.0,3.28,24.73,36.0,4.73,61.69,62.14,16.64,,,,,E,2,E,1,4.93,5.5,7.1,13,,0.313,0.385,,0.96,1.34,0.173,14.0,1.6,,-73.886111,40.800833,Permanent,21.19,24.73,4.66,,,,,,,62.32,35.98,4.56,59.47,16.65,,7.12,11.0,,,,16.0,,,,,60.65,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,
267,FB1,2016-10-31T00:00:00.000,12:38 PM,Wet,14.49,22.0,3.0,25.62,3.2,7.53,86.5,69.3,18.86,2.21,948.0,208.22,0.1,N,12.0,N,1,7.75,3.5,7.79,"10,400","1,390",0.428,0.229,0.165,0.743,2.772,0.24,20.0,4.64,2.38,-73.854167,40.772667,Permanent,14.72,26.42,7.93,,,,,,,22.0,3.3,7.66,88.8,19.43,3.91,7.8,,E,,,25.0,,,,206.68,73.5,8.1,8.12,1918.0,,9.0,2.643,,,,,,,,,,,,,,,,,,,,,,,,,
268,H1,1940-06-26T00:00:00.000,12:20 PM,,19.4,20.0,,5.95,,,,,,,,,,,,,,5.78,,,,,,,,,,,,,,-73.923884,40.878055,Permanent,18.9,9.1,4.76,,,,,,,,,,,,,,,,,,,,0.04,0.35,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
269,K6,1948-07-22T00:00:00.000,1:30 PM,,22.8,18.0,,28.0,,,,,,,,,,N,,,,9.2,,,,,,,,,,,,,,-74.100833,40.510333,Permanent,21.7,27.65,5.5,,,7.0,2.0,,,,,,,,,,,,,,,,6.0,1.2,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
270,K6,1987-06-30T00:00:00.000,3:05 PM,,20.0,17.0,,,,,,,,,,,,E,,,,10.5,2.0,,10,,0.26,0.02,0.12,,,0.13,,48.0,,-74.100833,40.510333,Permanent,20,,9.5,130,80,,,5.8,5.7,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.14,0.12,0.15,,,,
271,E8,1964-08-24T00:00:00.000,11:10 AM,,21.7,88.0,,31.15,,,,,,,,,,N,,,,2.8,,,,,,,,,,,,,,-73.783667,40.8005,Permanent,21.1,31.85,3.2,240,110,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,H4,1980-08-04T00:00:00.000,10:56 AM,,24.4,,,27.6,,,,,,,,,,N,,,,2.2,,,,,,,,,,,,,,-73.929168,40.803613,Permanent,24.4,27.6,1.9,7800,23000,,,0.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,H4,1980-08-04T00:00:00.000,10:56 AM,,24.4,,,27.6,,,,,,,,,,N,,,,2.2,,,,,,,,,,,,,,-73.929168,40.803613,Permanent,24.4,27.6,1.9,7800,23000,,,0.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,K1,2006-06-21T00:00:00.000,,Dry,,,,,,,,,,,,,,,,,,6.95,4.5,,8,1,0.364,0.318,0.097,0.674,1.66,0.13,20.5,3.88,3.77,-74.081945,40.651112,Permanent,,,6.7,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,K1,1970-06-30T00:00:00.000,9:15 AM,,19.4,,,25.9,,,,,,,,,,SL,,,,4.4,,,,,,,,,,,,,,-74.081945,40.651112,Permanent,18.9,27,4.4,170000,130000,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,H5,1985-07-08T00:00:00.000,10:03 AM,,20.9,,,23.2,,,,,,,,,,S,,,,3.9,,,,,,,,,,,,,,-73.935832,40.787777,Permanent,20,23.9,3.7,7900,4900,,,1.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,J5,1980-09-15T00:00:00.000,10:44 AM,,22.2,,,30.8,,,,,,,,,,E,,,,5.7,,,,,,,,,,,,,,-73.809,40.597667,Permanent,22.8,31,5.5,1400,5400,,,1.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,J5,1980-09-15T00:00:00.000,10:44 AM,,22.2,,,30.8,,,,,,,,,,E,,,,5.7,,,,,,,,,,,,,,-73.809,40.597667,Permanent,22.8,31,5.5,1400,5400,,,1.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,E14,2008-06-09T00:00:00.000,12:36 PM,Dry,17.31,17.0,3.0,23.79,3.19,5.53,66.71,,16.86,1.3422,95.47,,1.6,E,10,W,1,6.31,2.5,7.11,110,12,0.274,0.603,0.129,1.26,0.95,0.188,10.0,2.7,2.77,-73.8645,40.800833,Permanent,17.09,23.6,5.98,,,,,,,16.0,3.16,5.47,65.41,16.77,2.9496,7.11,,,,,14.4,,,,,,,,1766.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
280,N7,1951-09-11T00:00:00.000,9:45 AM,,22.2,47.0,,25.9,,,,,,,,,,S,,,,3.1,,,,,,,,,,,,,,-74.053833,40.643833,Permanent,22.2,26.25,3.1,,,1.0,1.0,,,,,,,,,,,,,,,,0.32,0.2,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
281,TNB,1985-09-17T00:00:00.000,4:00 PM,,21.7,,,21.0,,,,,,,,,,W,,,,7.0,,,,,,,,,,,,,,-73.79216,40.803,Permanent,21.4,20,6.2,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,E10,1999-03-29T00:00:00.000,1:09 PM,,6.25,89.0,3.28,24.82,25.34,11.29,107.49,75.08,19.5,,,,,E,8,N,1,12.81,7.0,8.69,,,0.034,0.036,,0.646,0.053,0.056,3.6,33.5,,-73.765333,40.843667,Permanent,6.62,24.77,11.48,,,,,,,98.4,25.55,11.15,107.04,19.41,,8.75,,,,,4.4,,,,,75.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,E4,1934-07-25T00:00:00.000,1:10 PM,,22.2,76.0,,28.0,,,,,,,,,,S,,,,1.19,,,,,,,,,,,,,,-73.922,40.7825,Permanent,22.2,28,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,H2,1981-05-26T00:00:00.000,12:30 PM,,19.4,,,10.2,,,,,,,,,,W,,,,7.7,,,,,,,,,,,,,,-73.91861,40.858609,Permanent,18.3,12.5,7.2,11000,54000,,,0.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,H2,1981-05-26T00:00:00.000,12:30 PM,,19.4,,,10.2,,,,,,,,,,W,,,,7.7,,,,,,,,,,,,,,-73.91861,40.858609,Permanent,18.3,12.5,7.2,11000,54000,,,0.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,E8,1956-08-30T00:00:00.000,11:50 AM,,21.1,88.0,,29.4,,,,,,,,,,W,,,,3.0,,,,,,,,,,,,,,-73.783667,40.8005,Permanent,20.6,30.1,3.6,9,2,3.0,1.0,,,,,,,,,,,,,,,,0.009,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,H3,1982-08-30T00:00:00.000,11:08 AM,,22.2,,,20.2,,,,,,,,,,N,,,,4.2,,,,,,,,,,,,,,-73.933833,40.828,Permanent,22.2,21.5,4.5,3300,1300,,,0.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,H3,1982-08-30T00:00:00.000,11:08 AM,,22.2,,,20.2,,,,,,,,,,N,,,,4.2,,,,,,,,,,,,,,-73.933833,40.828,Permanent,22.2,21.5,4.5,3300,1300,,,0.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,N8,1996-05-07T00:00:00.000,2:24 PM,,,80.0,,,,,,,,,,,,N,15,E,2,9.7,3.0,7.5,,,0.35,0.293,0.05,0.637,,0.073,19.0,12.6,,-74.0455,40.606167,Permanent,,,10.03,,,1.2,1.3,,,,,,,,,7.79,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,H1,1957-07-25T00:00:00.000,10:05 AM,,24.4,20.0,,18.55,,,,,,,,,,NW,,,,3.9,,,,,,,,,,,,,,-73.923884,40.878055,Permanent,23.3,18.55,4.1,240,93,3.0,2.0,,,,,,,,,,,,,,,,0.134,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,E1,1973-07-11T00:00:00.000,10:09 AM,,22.8,,,16.4,,,,,,,,,,S,,,,3.4,,,,,,,,,,,,,,-74.006548,40.7,Permanent,22.8,15.1,3.5,110000,79000,,,6.3,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,MVY,1971-08-18T00:00:00.000,11:15 AM,,25.0,,,13.2,,,,,,,,,,N,,,,5.3,,,,,,,,,,,,,,-73.912566,40.915745,Permanent,23.9,19.5,3.2,35000,7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,K4,2006-06-29T00:00:00.000,,Wet,,,,,,,,,,,,,,,,,,6.12,4.0,,96,6,0.477,0.622,0.156,1.38,2.18,0.204,26.75,5.5,4.17,-74.211667,40.567,Permanent,,,5.22,,,,,,,,,,,,,,,,,,27.75,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,J7,1966-09-01T00:00:00.000,11:40 AM,,24.4,28.0,,27.65,,,,,,,,,,W,,,,3.2,,,,,,,,,,,,,,-73.820833,40.645333,Permanent,24.4,27.65,3.9,130,79,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,N9A,2012-06-13T00:00:00.000,11:25 AM,Wet,20.46,12.0,3.0,27.86,3.95,4.59,60.04,,19.21,4.4192,,,0.5,E,9,E,1,6.23,11.0,7.5,352,106,0.11,0.248,0.123,0.436,0.52,0.144,2.0,1.7,3.0,-73.9355,40.567833,Permanent,20.46,27.89,6.06,,,,,,,10.0,3.95,4.6,60.14,19.23,4.4951,7.52,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,J1,2016-09-21T00:00:00.000,12:00 PM,Wet,22.3,38.0,3.0,30.41,4.4,6.18,84.8,77.5,20.65,6.15,1066.0,161.49,0.3,E,10.0,NNE,1,6.28,6.0,7.97,6,2,0.067,0.11,,0.454,0.736,0.049,4.0,11.0,1.93,-73.884667,40.573333,Permanent,22.19,30.89,6.59,,,,,,,38.0,4.5,6.44,88.4,21.05,6.4,8.03,,<,,,13.0,Palm size to 1/2 size jellyfish groups spotted on site.,,,152.58,79.8,8.13,8.19,1903.0,,3.0,0.594,,,,,E,,,,,,,,,,,,,,,,,,,,
297,N9A,1984-08-03T00:00:00.000,8:36 AM,,22.8,,,29.7,,,,,,,,,,E,,,,6.6,,,,,,,,,,,,,,-73.9355,40.567833,Permanent,22.2,30.8,6.2,24000,5400,,,4.2,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,N9A,1984-08-03T00:00:00.000,8:36 AM,,22.8,,,29.7,,,,,,,,,,E,,,,6.6,,,,,,,,,,,,,,-73.9355,40.567833,Permanent,22.2,30.8,6.2,24000,5400,,,4.2,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,H2,1931-07-07T00:00:00.000,11:40 AM,,24.4,16.0,,16.8,,,,,,,,,,S,,,,0.08,,,,,,,,,,,,,,-73.91861,40.858609,Permanent,24.4,18.2,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,E8,2006-06-05T00:00:00.000,,Wet,,,,,,,,,,,,,,,,,,7.46,5.5,,164,5,0.198,0.328,0.067,1.09,0.531,0.114,21.5,8.63,,-73.783667,40.8005,Permanent,,,7.24,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,N6,1982-07-06T00:00:00.000,9:00 AM,,20.6,,,19.7,,,,,,,,,,N,,,,6.0,,,,,,,,,,,,,,-74.051333,40.664667,Permanent,18.9,24.4,6.6,2000,2000,,,3.3,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,N6,1982-07-06T00:00:00.000,9:00 AM,,20.6,,,19.7,,,,,,,,,,N,,,,6.0,,,,,,,,,,,,,,-74.051333,40.664667,Permanent,18.9,24.4,6.6,2000,2000,,,3.3,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,E7,1993-06-02T00:00:00.000,12:16 PM,,,42.0,,,,,,,,,,,,E,,,,8.03,6.0,7.72,,,,,,,,,,,,-73.8205,40.805,Permanent,,,7.89,,,,,,,,,,,,,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,N16,2009-06-23T00:00:00.000,10:54 AM,Dry,18.21,26.0,3.0,29.05,3.9,7.64,96.55,,20.67,7.9881,54.02,238.403,1.9,SE,7,NW,1,9.68,11.0,7.54,1,1,0.033,0.058,0.022,0.298,0.2,0.042,3.2,1.0,2.7,-73.943667,40.529667,Permanent,18.01,30.01,9.86,,,,,,,26.0,4.0,7.69,97.42,21.45,8.8218,7.59,,<,,,1.6,,,,245.994,,8.03,8.06,1025.6,,3.9,,,,,,E,,,,,,,,,,,,,,,,,,,,
305,H3,1940-09-05T00:00:00.000,10:20 AM,,22.8,15.0,,14.7,,,,,,,,,,,,,,2.46,,,,,,,,,,,,,,-73.933833,40.828,Permanent,22.8,15.4,2.61,,,,,,,,,,,,,,,,,,,,0.75,1.25,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
306,E14,2012-09-04T00:00:00.000,1:25 PM,Dry,24.76,24.0,3.0,25.36,3.96,3.52,49.08,77.54,16.15,6.6578,3979.2,227.733,0.8,W,9,S,1,3.51,5.0,7.31,15,3,0.524,0.387,,0.715,3.04,0.251,11.0,2.1,3.4,-73.8645,40.800833,Permanent,24.69,25.41,3.63,,,,,,,23.0,3.96,3.4,47.42,16.2,7.3664,7.29,,,,,5.0,,,,226.3,73.31,,,2660.1,,34.17,,,,,,,,,,,,,,,,,,,,,,,,,,
307,N2,1956-08-15T00:00:00.000,11:10 AM,,25.6,44.0,,11.55,,,,,,,,,,S,,,,8.3,,,,,,,,,,,,,,-73.930268,40.879447,Permanent,23.9,17.15,2.5,4,23,4.0,2.0,,,,,,,,,,,,,,,,0.007,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,K1,1934-09-06T00:00:00.000,9:40 AM,,22.2,35.0,,25.9,,,,,,,,,,E,,,,2.34,,,,,,,,,,,,,,-74.081945,40.651112,Permanent,21.7,26.25,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,J8,1993-04-06T00:00:00.000,12:12 PM,,7.09,21.0,1.0,24.22,2.53,,,,18.93,,,,,W,,,,15.62,5.0,8.52,,,0.19,0.41,0.029,,,0.17,32.0,113.9,,-73.851167,40.642833,Permanent,6.92,24.36,15.38,,,,,5.8,6.3,5.0,2.54,,,19.06,,8.52,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,NC3,2004-06-30T00:00:00.000,11:35 AM,Dry,20.61,24.0,5.0,19.6,2.88,,69.13,,12.91,,,,0.5,NW,0,0,1,4.79,2.5,6.94,789,29,0.223,0.444,,1.28,1.37,0.212,1.8,15.48,,-73.946167,40.737167,Permanent,18.95,22.01,4.09,,,,,,,21.0,3.09,,29.49,15.13,,6.99,123.0,,,59.0,3.0,,,,,,,,,,,,,,,,,20.5,5.52,2.4,,,,,,,,,,,,,,,,,
311,E3,1996-06-13T00:00:00.000,2:24 PM,,18.69,52.0,3.28,18.58,2.63,5.12,61.41,39.81,12.59,14.68,7.98,,,W,5,S/W,1,6.94,3.0,7.46,124,,0.23,0.488,0.076,1.03,,0.152,14.0,32.5,,-73.966112,40.747499,Permanent,18.66,18.63,6.69,200,200,2.7,2.7,,,22.96,2.64,5.32,63.76,12.63,15.24,7.4,57.0,,,,6.0,,,,,45.04,,,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,E6,2001-07-24T00:00:00.000,11:40 AM,Dry,22.01,19.0,6.0,24.75,3.66,,,,16.45,,,,,E,18,SW,1,5.9,3.0,7.56,89,42,0.25,0.373,0.113,1.02,1.02,0.212,10.0,13.84,4.6,-73.860833,40.7855,Permanent,21.93,24.77,5.1,,,,,,,15.0,3.66,,,16.48,,7.56,,,,,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,J11,2007-06-05T00:00:00.000,11:14 AM,Wet,18.65,23.0,5.0,28.04,3.82,5.71,72.3,,19.79,3.5051,,,SLK,SLK,5,W,1,6.79,8.0,7.79,156,2,0.054,0.13,0.066,1.35,0.647,0.106,7.75,5.9,3.2,-73.931333,40.581667,Permanent,17.48,28.68,6.39,,,,,,,20.0,3.8,4.59,57.09,20.56,5.6982,7.81,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,N3B,1994-06-14T00:00:00.000,1:18 PM,,17.96,70.0,1.0,22.41,3.07,,,,15.67,,,,,N,,,,8.13,4.0,,36,,0.34,0.28,0.059,,,0.099,18.0,7.8,,-73.965333,40.820833,Permanent,15.65,24.7,6.39,300,1300,,,2.4,3.3,5.0,3.18,,,17.91,,,110.0,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,N4,2002-08-07T00:00:00.000,11:02 AM,Dry,25.1,44.0,4.0,23.22,3.68,6.3,87.44,,14.44,,,,,S,19,NE,1,5.02,5.5,7.31,98,,0.34,0.312,0.122,0.967,1.04,0.154,7.2,4.5,3.31,-74.005833,40.7645,Permanent,24.65,27.12,4.58,,,,,,,41.0,4.2,6.13,86.26,17.5,,7.38,,,,,9.8,,,,,,,,,,,,,24.6,,,,,,,,24.5,,,,,,,,,,,,,,,
316,K6,1997-01-29T00:00:00.000,,,2.99,,3.28,22.26,2.1,10.83,93.44,65.82,17.73,-0.03,4.58,,,,,,,11.06,4.5,7.69,,,0.32,0.36,0.072,0.664,,0.1,34.0,2.7,,-74.100833,40.510333,Permanent,3.05,24,11.51,,,1.8,1.5,,,22.96,2.25,10.73,93.86,19.11,0.4,7.68,,,,,76.0,,,,,63.26,,,4.18,D,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,X188,1915-05-19T00:00:00.000,12:05 PM,,15.0,,,32.55,,,,,,,,,,,,,,7.49,,,,,,,,,,,,,,-73.771694,40.61836,Permanent,15,33.25,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,J7,2000-05-23T00:00:00.000,,Wet,16.2,,,25.8,,,,,,,,,,,,,,5.06,5.5,7.2,175,,0.306,0.987,0.162,1.659,0.844,0.239,3.0,9.24,,-73.820833,40.645333,Permanent,16.4,25.8,4.86,,,,,,,,,,,,,7.17,,,,,1.8,,,,,,,,,D,,,,,,,,,,,,,,,,4.88,,,,,,,,,,,
319,N3A,1963-07-30T00:00:00.000,11:30 AM,,25.6,43.0,,25.55,,,,,,,,,,S,,,,6.7,,,,,,,,,,,,,,-73.992497,40.78333,Permanent,24.4,29.4,1.6,460,93,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,AC2,2015-06-10T00:00:00.000,11:11 AM,Dry,,0.4,,,,,,,,,,,,,,,,,,6.99,300,132,1.551,0.229,0.032,0.323,8.187,0.018,5.0,2.54,1.74,-73.751008,40.761904,Permanent,,,,,,,,,,,,,,,,,,,,,,PH probe not working properly.,,,,,,,,,,,0.48,19.56,,,,4.08,8.93,,,,,,2.08,,,,,,,,,,,,
321,AC1,2015-09-30T00:00:00.000,11:22 AM,Wet,,,,,,,,,,,,,,,,,,,,,"23,000",2100,0.28,0.481,0.181,0.997,5.151,0.279,75.0,34.7,2.89,-73.75175,40.763172,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,FLC2,2013-05-20T00:00:00.000,2:04 PM,Wet,16.94,15.0,3.1,23.47,,,,,,9.01,,,weak,E,2,WSW,1,5.61,4.0,7.58,1800,10,0.196,0.497,0.15,1.117,1.22,0.253,5.0,6.43,3.7,-73.842833,40.765,Permanent,14.52,24.3,5.29,,,,,,,11.2,,,,,9.25,7.57,,E,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,K3,1969-08-12T00:00:00.000,10:00 AM,,24.4,,,16.3,,,,,,,,,,N,,,,2.1,,,,,,,,,,,,,,-74.195833,40.6375,Permanent,24.4,17,1.9,3500000,3500000,,,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,N5A,1971-07-07T00:00:00.000,10:55 AM,,22.2,,,25.5,,,,,,,,,,S,,,,3.8,,,,,,,,,,,,,,-74.01401,40.692817,Permanent,21.1,25.1,3.4,70000,17000,,,2.5,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,E13,2015-04-09T00:00:00.000,12:41 PM,Dry,,22.6,,,,,,,,,,,1,N,4~7,NE,1,,,7.56,8,6,0.218,0.21,0.062,0.545,0.572,0.14,24.0,11.8,2.38,-73.841113,40.806111,Permanent,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,25.73,5.02,,,,12.94,11.51,,,,,,,,,,,,,,,,,,
326,J9A,2009-06-30T00:00:00.000,1:40 PM,Dry,22.47,23.0,3.0,25.76,3.83,7.71,103.59,,17.09,53.8771,110.33,170.121,0.5,E,18,S,1,8.04,4.0,7.81,10,16,0.302,0.262,0.115,0.902,0.661,0.194,5.3,35.4,3.4,-73.873667,40.633833,Permanent,21.99,26.16,7.84,,,,,,,23.0,3.85,6.76,90.29,17.52,27.9803,7.82,,E,,,6.2,,,,168.459,,7.96,7.84,1895.4,,0.0,,,,,,E,,,,,,,,,,,,,,,,,,,,
