development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_therms,es_commodity,underlying_utility
HOE AVENUE-EAST 173RD STREET,BRONX,HOE AVENUE-EAST 173RD STREET,BLD 01,NONE,,215.0,333,B021500,FEDERAL,NY005015300P,CONSOLIDATED EDISON COMPANY OF NY,8080340,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3355488,N,21.91,Trans Res MultiDwell Heat,Exception,1.0,UTILITY GAS,ConEd
HOE AVENUE-EAST 173RD STREET,BRONX,HOE AVENUE-EAST 173RD STREET,BLD 01,Not Applicable,,215.0,333,B021500,FEDERAL,NY005015300P,EAST COAST POWER & GAS,8186736,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416142220004,N,0.4,,Yes,1.0,BROKERED GAS,ConEd
HOPE GARDENS,BROOKLYN,HOPE GARDENS,BLD 04,AMR,,247.0,546,K024700,FEDERAL,NY005012470P,National Grid NYC,8106883,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,09840687,N,1080.91,T3 TRAN MULT FAM,Yes,2817.0,UTILITY GAS,NatGrid NYC
HOPE GARDENS,BROOKLYN,HOPE GARDENS,BLD 02,AMR,BLD 1-3,247.0,546,K024700,FEDERAL,NY005012470P,National Grid NYC,8106914,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06587981,N,666.29,T3 TRAN MULT FAM,Yes,1786.34,UTILITY GAS,NatGrid NYC
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 45,AMR,,303.0,566,K030300,FEDERAL,NY005012470P,National Grid NYC,8106908,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06477108,Y,147.57,T3 TRAN MULT FAM,Yes,233.0,UTILITY GAS,NatGrid NYC
HOPE GARDENS,BROOKLYN,HOPE GARDENS,BLD 04,Not Applicable,,247.0,546,K024700,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114328,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098905011,N,1142.01,,Yes,2817.0,BROKERED GAS,NatGrid NYC
HOWARD,BROOKLYN,HOWARD,BLD 03,Not Applicable,,72.0,568,K007200,FEDERAL,NY005000720P,DIRECT ENERGY BUSINESS (32179),8114495,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00498963300,N,8115.3,,Yes,20018.0,BROKERED GAS,NatGrid NYC
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 05,AMR,,339.0,782,K033900,FEDERAL,NY005013510P,National Grid NYC,8107169,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05151780,N,226.58,T3 TRAN MULT FAM,Yes,411.0,UTILITY GAS,NatGrid NYC
CAREY GARDENS,BROOKLYN,CAREY GARDENS,BLD 03,AMR,,166.0,288,K016600,FEDERAL,NY005011660P,National Grid NYC,8107382,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05768908,N,2176.03,T3 TRAN MULT FAM,Yes,6220.0,UTILITY GAS,NatGrid NYC
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 04,AMR,,339.0,782,K033900,FEDERAL,NY005013510P,National Grid NYC,8107200,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05744908,N,220.37,T3 TRAN MULT FAM,Yes,397.0,UTILITY GAS,NatGrid NYC
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,BLD 07,AMR,BLD 1-15,70.0,536,K007000,FEDERAL,NY005010700P,National Grid NYC,8107283,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,04623273,N,19096.2,T3 TRAN MULT FAM,Yes,58798.0,UTILITY GAS,NatGrid NYC
EAGLE AVENUE-EAST 163RD STREET,BRONX,EAGLE AVENUE-EAST 163RD STREET,BLD 01,NONE,,224.0,343,B022400,FEDERAL,NY005000590P,CONSOLIDATED EDISON COMPANY OF NY,8080982,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3377480,N,21.85,Trans Res MultiDwell Heat,Exception,2.0,UTILITY GAS,ConEd
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 02,AMR,,365.0,551,K036500,FEDERAL,NY005013510P,National Grid NYC,8107076,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,04774305,N,190.18,T3 TRAN MULT FAM,Yes,329.0,UTILITY GAS,NatGrid NYC
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 06,Not Applicable,,312.0,331,K031200,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114429,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00308925101,N,276.08,,Yes,681.0,BROKERED GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 08,AMR,,365.0,551,K036500,FEDERAL,NY005013510P,National Grid NYC,8107099,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05152668,N,253.22,T3 TRAN MULT FAM,Yes,471.0,UTILITY GAS,NatGrid NYC
CAREY GARDENS,BROOKLYN,CAREY GARDENS,BLD 03,Not Applicable,,166.0,288,K016600,FEDERAL,NY005011660P,DIRECT ENERGY BUSINESS (32179),8114538,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,02308912000,N,2521.59,,Yes,6220.0,BROKERED GAS,NatGrid NYC
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 07,Not Applicable,,312.0,331,K031200,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114433,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00308936501,N,321.89,,Yes,794.0,BROKERED GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 05,Not Applicable,,365.0,551,K036500,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114405,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00304044141,N,185.27,,Exception,457.0,BROKERED GAS,NatGrid NYC
DOUGLASS ADDITION,MANHATTAN,DOUGLASS ADDITION,BLD 18,Not Applicable,,148.0,569,M014800,FEDERAL,NY005010820P,EAST COAST POWER & GAS,8186860,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416018400002,N,1317.23,,Yes,3254.0,BROKERED GAS,ConEd
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 08,Not Applicable,,365.0,551,K036500,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114419,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00305324251,N,190.94,,Yes,471.0,BROKERED GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 03,Not Applicable,,365.0,551,K036500,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114423,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00306032641,N,69.32,,Yes,171.0,BROKERED GAS,NatGrid NYC
HUGHES APARTMENTS,BROOKLYN,HUGHES APARTMENTS,BLD 02,AMR,BLD 1-3,168.0,275,K016800,FEDERAL,NY005011680P,National Grid NYC,8107259,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,03923644,N,5236.76,T3 TRAN MULT FAM,Yes,15731.0,UTILITY GAS,NatGrid NYC
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 07,NONE,BLD 7-9,367.0,806,B036700,FEDERAL,NY005015300P,CONSOLIDATED EDISON COMPANY OF NY,8078739,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3792022,N,2827.83,Trans Res MultiDwell Heat,Yes,4370.0,UTILITY GAS,ConEd
ARMSTRONG II,BROOKLYN,ARMSTRONG II,BLD 01,AMR,BLD 1-3,228.0,355,K022800,FEDERAL,NY005012100P,National Grid NYC,8107043,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,09840675,N,1482.2,T3 TRAN MULT FAM,Yes,4064.0,UTILITY GAS,NatGrid NYC
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 13,NONE,,367.0,806,B036700,FEDERAL,NY005015300P,CONSOLIDATED EDISON COMPANY OF NY,8078707,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3231381,N,379.36,Trans Res MultiDwell Heat,Yes,488.0,UTILITY GAS,ConEd
INDEPENDENCE,BROOKLYN,INDEPENDENCE,BLD 02,AMR,BLD 1-6,140.0,442,K014000,MIXED FINANCE/LLC2,NY005021400P,National Grid NYC,8106990,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,17291556,N,45.61,T3 TRAN MULT FAM,Yes,0.0,UTILITY GAS,NatGrid NYC
DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,DOUGLASS I BLD 11,NONE,,582.0,569,M058200,FEDERAL,NY005010820P,CONSOLIDATED EDISON COMPANY OF NY,8189835,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,2545233-34.3%,N,9777.3,Trans Res MultiDwell Heat Dual,Yes,18325.46,UTILITY GAS,ConEd
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 16,Not Applicable,,302.0,565,K030200,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114352,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098920121,N,152.03,,Yes,375.0,BROKERED GAS,NatGrid NYC
INGERSOLL,BROOKLYN,INGERSOLL,BLD 36 - Community Center,Not Applicable,Community Center,14.0,510,K201400,FEDERAL,NY005000140P,DIRECT ENERGY BUSINESS (32179),8114370,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00123533320,N,17.43,,Yes,43.0,BROKERED GAS,NatGrid NYC
INTERNATIONAL TOWER,QUEENS,INTERNATIONAL TOWER,BLD 01,AMR,BLD 1,316.0,296,Q031600,FEDERAL,NY005010910P,National Grid NYC,8107326,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05187416,N,630.37,T3 TRAN MULT FAM,Yes,1417.0,UTILITY GAS,NatGrid NYC
ISAACS,MANHATTAN,ISAACS,BLD 03,Not Applicable,,139.0,253,M013900,FEDERAL,NY005011390P,EAST COAST POWER & GAS,8186855,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416014610000,N,10525.33,,Yes,26001.0,BROKERED GAS,ConEd
JACKSON,BRONX,JACKSON,BLD 02,NONE,BLD 1-7,120.0,243,B012000,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8189814,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3382743,N,21221.33,Trans Res MultiDwell Heat Dual,Yes,39511.0,UTILITY GAS,ConEd
JEFFERSON,MANHATTAN,JEFFERSON,BLD 01,Not Applicable,,64.0,219,M006400,FEDERAL,NY005010640P,EAST COAST POWER & GAS,8186874,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416020950010,N,17303.8,,Yes,42746.0,BROKERED GAS,ConEd
JOHNSON,MANHATTAN,JOHNSON,BLD 07,Not Applicable,,17.0,516,M001700,FEDERAL,NY005000170P,EAST COAST POWER & GAS,8186873,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416020500005,N,11209.05,,Yes,27690.0,BROKERED GAS,ConEd
DREW-HAMILTON,MANHATTAN,DREW-HAMILTON,,Not Applicable,,111.0,434,M011100,MIXED FINANCE/LLC1,NY005021110P,EAST COAST POWER & GAS,8186906,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416032700015,N,13340.35,,Yes,32955.0,BROKERED GAS,ConEd
EAGLE AVENUE-EAST 163RD STREET,BRONX,EAGLE AVENUE-EAST 163RD STREET,BLD 01,Not Applicable,,224.0,343,B022400,FEDERAL,NY005000590P,EAST COAST POWER & GAS,8186698,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416114010003,N,432.74,,Yes,1069.0,BROKERED GAS,ConEd
KINGSBOROUGH,BROOKLYN,KINGSBOROUGH/KINGSBOROUGH EXTENSION,KINGSBOROUGH BLD 11,Not Applicable,,10.0,205,K001000,FEDERAL,NY005010100P,DIRECT ENERGY BUSINESS (32179),8114435,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,0308946001-85.9%,N,10819.78,,Yes,26689.13,BROKERED GAS,NatGrid NYC
KINGSBOROUGH EXTENSION,BROOKLYN,KINGSBOROUGH/KINGSBOROUGH EXTENSION,KINGSBOROUGH BLD 11,Not Applicable,,161.0,268,K016100,FEDERAL,NY005010100P,DIRECT ENERGY BUSINESS (32179),8114435,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,0308946001-14.1%,N,1776.0,,Yes,4380.87,BROKERED GAS,NatGrid NYC
LATIMER GARDENS,QUEENS,LATIMER GARDENS,BLD 04,NONE,BLD 1-4,186.0,290,Q018600,FEDERAL,NY005011860P,CONSOLIDATED EDISON COMPANY OF NY,8085232,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,2545276,N,4978.58,Trans Res MultiDwell Heat Dual,Yes,8479.0,UTILITY GAS,ConEd
LEAVITT STREET-34TH AVENUE,QUEENS,LEAVITT STREET-34TH AVENUE,BLD 01,NONE,BLD 1,201.0,386,Q020100,FEDERAL,NY005011860P,CONSOLIDATED EDISON COMPANY OF NY,8085257,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3319222,N,21.96,Trans Res MultiDwell Heat,Yes,0.0,UTILITY GAS,ConEd
EAGLE AVENUE-EAST 163RD STREET,BRONX,EAGLE AVENUE-EAST 163RD STREET,BLD 01,NONE,,224.0,343,B022400,FEDERAL,NY005000590P,CONSOLIDATED EDISON COMPANY OF NY,8080985,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3377175,N,544.34,Trans Gen Non-Res,Yes,1069.0,UTILITY GAS,ConEd
LEHMAN VILLAGE,MANHATTAN,LEHMAN VILLAGE,BLD 04,NONE,BLD 1-4,101.0,238,M010100,FEDERAL,NY005001010P,CONSOLIDATED EDISON COMPANY OF NY,8189987,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3383841,N,11619.21,Trans Res MultiDwell Heat Dual,Yes,21166.0,UTILITY GAS,ConEd
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 42,Not Applicable,,303.0,566,K030300,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114335,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098910501,N,109.86,,Exception,271.0,BROKERED GAS,NatGrid NYC
EAGLE AVENUE-EAST 163RD STREET,BRONX,EAGLE AVENUE-EAST 163RD STREET,BLD 01,Not Applicable,,224.0,343,B022400,FEDERAL,NY005000590P,EAST COAST POWER & GAS,8186699,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416114020002,N,0.81,,Yes,2.0,BROKERED GAS,ConEd
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348.0,763,K034800,FEDERAL,NY005011670P,DIRECT ENERGY BUSINESS (32179),8114469,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00348919902,N,233.92,,Yes,577.0,BROKERED GAS,NatGrid NYC
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348.0,763,K034800,FEDERAL,NY005011670P,DIRECT ENERGY BUSINESS (32179),8114471,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00348921002,N,182.43,,Yes,450.0,BROKERED GAS,NatGrid NYC
335 EAST 111TH STREET,MANHATTAN,EAST 111TH STREET,BLD 01,Not Applicable,,203.0,320,M020300,FEDERAL,NY005010640P,EAST COAST POWER & GAS,8186949,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416039302005,N,478.48,,Yes,1182.0,BROKERED GAS,ConEd
LINCOLN,MANHATTAN,LINCOLN,BLD 09,Not Applicable,,20.0,513,M002000,FEDERAL,NY005000200P,EAST COAST POWER & GAS,8186994,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416092200005,N,17362.09,,Yes,42890.0,BROKERED GAS,ConEd
LINDEN,BROOKLYN,LINDEN,,Not Applicable,,95.0,672,K009500,MIXED FINANCE/LLC2,NY005020950P,DIRECT ENERGY BUSINESS (32179),8114515,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00568981670,N,17009.37,,Yes,41957.0,BROKERED GAS,NatGrid NYC
LONG ISLAND BAPTIST HOUSES,BROOKLYN,LONG ISLAND BAPTIST HOUSES,BLD 01,Not Applicable,,276.0,502,K027600,FEDERAL,NY005012610P,DIRECT ENERGY BUSINESS (32179),8114506,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00548910021,N,348.64,,Yes,860.0,BROKERED GAS,NatGrid NYC
LOW HOUSES,BROOKLYN,LOW HOUSES,BLD 01,AMR,BLD 1-4,169.0,276,K016900,FEDERAL,NY005011690P,National Grid NYC,8107255,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,02644912,N,6523.04,T3 TRAN MULT FAM,Yes,19728.0,UTILITY GAS,NatGrid NYC
LOW HOUSES,BROOKLYN,LOW HOUSES,BLD 01,Not Applicable,,169.0,276,K016900,FEDERAL,NY005011690P,DIRECT ENERGY BUSINESS (32179),8114500,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00537618010,N,7997.73,,Yes,19728.0,BROKERED GAS,NatGrid NYC
LOWER EAST SIDE I INFILL,MANHATTAN,LOWER EAST SIDE I INFILL,BLD 01,NONE,,326.0,784,M032600,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,8085582,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3795788,N,521.37,Trans Res MultiDwell Heat,Yes,692.0,UTILITY GAS,ConEd
LOWER EAST SIDE I INFILL,MANHATTAN,LOWER EAST SIDE I INFILL,BLD 01,Not Applicable,,326.0,784,M032600,FEDERAL,NY005011000P,EAST COAST POWER & GAS,8186847,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416012701009,N,280.13,,Yes,692.0,BROKERED GAS,ConEd
LOWER EAST SIDE I INFILL,MANHATTAN,LOWER EAST SIDE I INFILL,BLD 03,NONE,,326.0,784,M032600,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,8085571,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,2544277,N,737.15,Trans Res MultiDwell Heat,Yes,1002.0,UTILITY GAS,ConEd
LOWER EAST SIDE I INFILL,MANHATTAN,LOWER EAST SIDE I INFILL,BLD 03,Not Applicable,,326.0,784,M032600,FEDERAL,NY005011000P,EAST COAST POWER & GAS,8186849,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416012705000,N,405.61,,Yes,1002.0,BROKERED GAS,ConEd
LOWER EAST SIDE I INFILL,MANHATTAN,LOWER EAST SIDE I INFILL,BLD 05,NONE,,326.0,784,M032600,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,8085541,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3045118,Y,1244.65,Trans Res MultiDwell Heat,Yes,1731.0,UTILITY GAS,ConEd
LOWER EAST SIDE I INFILL,MANHATTAN,LOWER EAST SIDE I INFILL,BLD 05,Not Applicable,,326.0,784,M032600,FEDERAL,NY005011000P,EAST COAST POWER & GAS,8186851,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416012709002,N,700.72,,Yes,1731.0,BROKERED GAS,ConEd
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,Not Applicable,,304.0,552,B030400,FEDERAL,NY005015300P,EAST COAST POWER & GAS,8186705,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416120401006,N,361.9,,Yes,894.0,BROKERED GAS,ConEd
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 03,NONE,,337.0,783,M033700,FEDERAL,NY005012920P,CONSOLIDATED EDISON COMPANY OF NY,8085525,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3127410,Y,778.93,Trans Res MultiDwell Heat,Yes,1062.0,UTILITY GAS,ConEd
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 02,NONE,,337.0,783,M033700,FEDERAL,NY005012920P,CONSOLIDATED EDISON COMPANY OF NY,8085501,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3825955,Y,357.75,Trans Res MultiDwell Heat,Yes,457.0,UTILITY GAS,ConEd
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 04,NONE,,337.0,783,M033700,FEDERAL,NY005012920P,CONSOLIDATED EDISON COMPANY OF NY,8085449,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3048280,N,902.15,Trans Res MultiDwell Heat,Yes,1239.0,UTILITY GAS,ConEd
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,Not Applicable,,304.0,552,B030400,FEDERAL,NY005015300P,EAST COAST POWER & GAS,8186707,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416120411005,N,161.11,,Yes,398.0,BROKERED GAS,ConEd
LOWER EAST SIDE III,MANHATTAN,LOWER EAST SIDE III,BLD 01,Not Applicable,,364.0,548,M036400,FEDERAL,NY005013590P,EAST COAST POWER & GAS,8186831,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416001600006,N,197.14,,Yes,487.0,BROKERED GAS,ConEd
LOWER EAST SIDE REHAB (GROUP 5),MANHATTAN,LOWER EAST SIDE REHAB (GROUP 5),BLD 01,NONE,BLD 01,292.0,555,M029200,FEDERAL,NY005012920P,CONSOLIDATED EDISON COMPANY OF NY,8076308,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3926888,Y,1002.76,GS3 Multimple Dwelling Heating,Yes,843.0,UTILITY GAS,ConED
MANHATTANVILLE,MANHATTAN,MANHATTANVILLE,BLD 04,NONE,BLD 1-6,81.0,429,M008100,MIXED FINANCE/LLC1,NY005020810P,CONSOLIDATED EDISON COMPANY OF NY,8085700,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,2545240,Y,21232.82,Trans Res MultiDwell Heat Dual,Yes,39533.0,UTILITY GAS,ConEd
MANHATTANVILLE REHAB (GROUP 2),MANHATTAN,MANHATTANVILLE REHAB (GROUP 2),BLD 02,NONE,,296.0,557,M029600,FEDERAL,NY005010810P,CONSOLIDATED EDISON COMPANY OF NY,8076456,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3608898,Y,180.27,Trans Res MultiDwell Heat,Yes,202.0,UTILITY GAS,ConEd
MANHATTANVILLE REHAB (GROUP 2),MANHATTAN,MANHATTANVILLE REHAB (GROUP 2),BLD 02,Not Applicable,,296.0,557,M029600,FEDERAL,NY005010810P,EAST COAST POWER & GAS,8186896,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416031531007,N,81.77,,Yes,202.0,BROKERED GAS,ConEd
MANHATTANVILLE REHAB (GROUP 2),MANHATTAN,MANHATTANVILLE REHAB (GROUP 2),BLD 03,Not Applicable,,296.0,557,M029600,FEDERAL,NY005010810P,EAST COAST POWER & GAS,8186966,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416042501007,N,116.17,,Yes,287.0,BROKERED GAS,ConEd
MANHATTANVILLE REHAB (GROUP 3),MANHATTAN,MANHATTANVILLE REHAB (GROUP 3),BLD 02,NONE,,297.0,558,M029700,FEDERAL,NY005010810P,CONSOLIDATED EDISON COMPANY OF NY,8076292,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,2971059,N,141.97,Trans Res MultiDwell Heat,Exception,147.0,UTILITY GAS,ConEd
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 04,Not Applicable,,338.0,778,B033800,FEDERAL,NY005015300P,EAST COAST POWER & GAS,8186717,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416121105002,N,225.88,,Yes,558.0,BROKERED GAS,ConEd
MARBLE HILL,BRONX,MARBLE HILL,BLD 04,Not Applicable,,49.0,638,B004900,MIXED FINANCE/LLC1,NY005020490P,EAST COAST POWER & GAS,8186703,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416120100004,N,1848.34,,Exception,4566.0,BROKERED GAS,ConEd
MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,MARCY AVENUE-GREENE AVENUE SITE A,BLD 02,AMR,,363.0,803,K036300,FEDERAL,NY005013590P,National Grid NYC,8107027,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05236221,N,282.07,T3 TRAN MULT FAM,Yes,536.0,UTILITY GAS,NatGrid NYC
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 04,NONE,BLD 4-5,338.0,778,B033800,FEDERAL,NY005015300P,CONSOLIDATED EDISON COMPANY OF NY,8080907,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3357052,N,428.07,Trans Res MultiDwell Heat,Yes,558.0,UTILITY GAS,ConEd
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 07,Not Applicable,,338.0,778,B033800,FEDERAL,NY005015300P,EAST COAST POWER & GAS,8186719,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416121111000,N,236.81,,Yes,585.0,BROKERED GAS,ConEd
MARINER'S HARBOR,STATEN ISLAND,MARINER'S HARBOR,BLD 09,AMR,BLD 1-22,77.0,228,S007700,FEDERAL,NY005000770P,National Grid NYC,8107446,2019-08,2019-08-05T00:00:00.000,2019-09-05T00:00:00.000,31,01477519,N,8638.02,T3 TRAN MULT FAM,Yes,26325.0,UTILITY GAS,NatGrid NYC
MARSHALL PLAZA,MANHATTAN,MARSHALL PLAZA,BLD 01,NONE,,344.0,754,M034400,FEDERAL,NY005010030P,CONSOLIDATED EDISON COMPANY OF NY,8076030,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3355611,N,1697.14,Trans Res MultiDwell Heat,Yes,2381.0,UTILITY GAS,ConEd
