development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_hcf,water_sewer_charges,other_charges
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),75 WAVERLY AVENUE,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8097223,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19560321,N,72.34,Basic Water and Sewer,Yes,7,72.34,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),104-28 209TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8093314,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20277590,N,217.02,Basic Water and Sewer,Exception,2100,217.02,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 18,AMR,BLD 18,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8092449,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,K16792342,N,1808.47,Basic Water and Sewer,Exception,17500,1808.47,0.0
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 02,AMR,BLD 02,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8092631,2019-08,2019-07-24T00:00:00.000,2019-08-24T00:00:00.000,31,E19234608,Y,4164.64,Basic Water and Sewer,Yes,403,4164.64,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 13,AMR,BLD 13,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8096171,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20372610,N,196.35,Basic Water and Sewer,Yes,19,196.35,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),111-20 205TH STREET,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095106,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V48022226,N,454.7,Basic Water and Sewer,Exception,44,454.7,0.0
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),BLD 04,AMR,,368,837,K036800,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8095533,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,O78610316,N,1911.81,Basic Water and Sewer,Exception,185,1911.81,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),102-36 187TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095499,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,B15006290,N,144.68,Basic Water and Sewer,Yes,14,144.68,0.0
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),139-10 109TH ROAD,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096393,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V48024362,N,38.07,Basic Water and Sewer,Yes,3,38.07,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095231,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,K15842395,N,258.35,Basic Water and Sewer,Exception,25,258.35,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),194-17 114TH DRIVE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095492,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19333161,N,134.34,Basic Water and Sewer,Yes,13,134.34,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),114-42 139TH STREET,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095219,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V48024308,N,38.07,Basic Water and Sewer,Exception,4,38.07,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8093206,2019-08,2019-07-24T00:00:00.000,2019-08-24T00:00:00.000,31,E23129096,Y,39.34,Basic Water and Sewer,Yes,5,39.34,0.0
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 05,AMR,BLD 05,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8095718,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,O78777952,N,3213.91,Basic Water and Sewer,Yes,311,3213.91,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 27,AMR,STORE 01-02,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8101957,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V31847574,N,1880.81,Basic Water and Sewer,Yes,182,1880.81,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 32,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8096968,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,G13023666,N,454.7,Basic Water and Sewer,Yes,44,454.7,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 25,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8096337,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V31665696,N,2066.82,Basic Water and Sewer,Exception,200,2066.82,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),114-69 145TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8097186,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V48011424,N,38.07,Basic Water and Sewer,Yes,3,38.07,0.0
FHA REPOSSESSED HOUSES (GROUP III),FHA,FHA REPOSSESSED HOUSES (GROUP III),100-38 FRANCIS LEWIS BOULEVARD,AMR,,213,340,Q021300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096769,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,B15006434,N,38.07,Basic Water and Sewer,Yes,4,38.07,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 10,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8093121,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,K15130328,N,1953.14,Basic Water and Sewer,Exception,189,1953.14,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 04,AMR,BLD 04,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8097234,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20453240,N,279.02,Basic Water and Sewer,Yes,27,279.02,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),1504 BEACH 12TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8097110,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19376561,N,62.0,Basic Water and Sewer,Yes,6,62.0,0.0
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),198-16 116TH AVENUE,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8097177,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19337618,N,38.07,Basic Water and Sewer,Yes,0,0.0,38.07
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 19,AMR,BLD 19,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8092809,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E12292734,N,14209.39,Basic Water and Sewer,Yes,1375,14209.39,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),133-24 135TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8092547,2019-08,2019-07-24T00:00:00.000,2019-08-24T00:00:00.000,31,V48019845,Y,39.34,Basic Water and Sewer,Yes,4,39.34,0.0
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),109-33 130TH STREET,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096842,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V48023745,N,62.0,Basic Water and Sewer,Yes,6,62.0,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),113-14 196TH STREET,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8093321,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E21225787,N,38.07,Basic Water and Sewer,Exception,0,0.0,38.07
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 03,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8092683,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E13304662,N,3668.61,Basic Water and Sewer,Yes,355,3668.61,0.0
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 03,AMR,BLD 03,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8095170,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E14020164,N,826.73,Basic Water and Sewer,Exception,80,826.73,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),110-05 225TH STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095657,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,K14821593,N,38.07,Basic Water and Sewer,Exception,0,0.0,38.07
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),220-23 135TH AVENUE,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8092972,2019-08,2019-07-24T00:00:00.000,2019-08-24T00:00:00.000,31,E20464543,N,39.34,Basic Water and Sewer,Yes,1,39.34,0.0
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 04,AMR,BLD 04,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8097057,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,O78590128,N,3213.91,Basic Water and Sewer,Yes,311,3213.91,0.0
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,STORE 01-02,307,330,B030700,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8145192,2019-08,2019-07-24T00:00:00.000,2019-09-11T00:00:00.000,49,B15427961,Y,62.19,Basic Water and Sewer,Yes,5,62.19,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 08,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8096801,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V31625178,N,1612.12,Basic Water and Sewer,Yes,156,1612.12,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096668,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19508239,N,38.07,Basic Water and Sewer,Yes,4,38.07,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),223-20 FRANCIS LEWIS BOULEVARD,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8097153,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E18457366,N,93.01,Basic Water and Sewer,Yes,9,93.01,0.0
FHA REPOSSESSED HOUSES (GROUP VII),FHA,FHA REPOSSESSED HOUSES (GROUP VII),122-28 191ST STREET,AMR,,274,396,Q027400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096375,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20466209,N,268.69,Basic Water and Sewer,Yes,26,268.69,0.0
WILLIAMSBURG,BROOKLYN,WILLIAMSBURG,BLD 21 - Community Center,AMR,Community Center,2,200,K200200,FEDERAL,NY005000020P,NEW YORK CITY WATER BOARD,8095616,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E15220518,N,558.04,Basic Water and Sewer,Yes,54,558.04,0.0
WILLIAMSBURG,BROOKLYN,WILLIAMSBURG,BLD 13,AMR,STORE 23-26,2,200,K000200,FEDERAL,NY005000020P,NEW YORK CITY WATER BOARD,8096316,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,K14211089,N,38.07,Basic Water and Sewer,Exception,2,38.07,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),119-01 146TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095344,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V48022656,N,82.67,Basic Water and Sewer,Exception,8,82.67,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 15,AMR,BLD 15,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8097066,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20527605,N,113.68,Basic Water and Sewer,Yes,11,113.68,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),99-19 194TH STREET,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8097023,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V48002824,N,38.07,Basic Water and Sewer,Yes,0,0.0,38.07
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 09,AMR,BLD 09,91,240,Q009100,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,8093136,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,K13060723,N,506.37,Basic Water and Sewer,Exception,49,506.37,0.0
WEST FARMS ROAD REHAB,BRONX,WEST FARMS ROAD REHAB,BLD 03,AMR,,360,780,B053000,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8097077,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E12221107,N,6438.14,Basic Water and Sewer,Yes,623,6438.14,0.0
RALPH AVENUE REHAB,BROOKLYN,RALPH AVENUE REHAB,BLD 01,AMR,,352,771,K035200,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8092543,2019-08,2019-07-24T00:00:00.000,2019-08-24T00:00:00.000,31,V83029959,Y,2542.19,Basic Water and Sewer,Yes,246,2542.19,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),113-32 205TH STREET,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096669,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19370635,N,38.07,Basic Water and Sewer,Exception,2,38.07,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 13,AMR,STORE 01-02,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8097076,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,G13039021,N,2170.16,Basic Water and Sewer,Yes,210,2170.16,0.0
WEST FARMS ROAD REHAB,BRONX,WEST FARMS ROAD REHAB,BLD 02,AMR,"BLD 1,2",360,780,B053000,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8093098,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E12466784,N,7326.88,Basic Water and Sewer,Yes,709,7326.88,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 23,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8093054,2019-08,2019-07-24T00:00:00.000,2019-08-24T00:00:00.000,31,G13036223,Y,2211.5,Basic Water and Sewer,Yes,214,2211.5,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),219-30 102ND AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096916,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E21226217,N,38.07,Basic Water and Sewer,Yes,3,38.07,0.0
WASHINGTON HEIGHTS REHAB PHASE IV (C),MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE IV (C),BLD 02,AMR,,330,788,M033000,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,8096334,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,I13011093,N,2872.88,Basic Water and Sewer,Yes,278,2872.88,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),140 EAST 91ST STREET,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095520,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V52085383,N,38.07,Basic Water and Sewer,Yes,0,0.0,38.07
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 03,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8096186,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V31625176,N,4371.32,Basic Water and Sewer,Yes,423,4371.32,0.0
UPACA (SITE 6),MANHATTAN,UPACA (SITE 6),BLD 01,AMR,,355,760,M035500,FEDERAL,NY005012410P,NEW YORK CITY WATER BOARD,8092771,2019-08,2019-07-24T00:00:00.000,2019-08-24T00:00:00.000,31,E09010097,Y,4846.69,Basic Water and Sewer,Yes,469,4846.69,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),349 BERRIMAN STREET,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095697,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20372431,N,38.07,Basic Water and Sewer,Yes,0,0.0,38.07
UPACA (SITE 6),MANHATTAN,UPACA (SITE 6),BLD 01,AMR,,355,760,M035500,FEDERAL,NY005012410P,NEW YORK CITY WATER BOARD,8092771,2019-08,2019-07-23T00:00:00.000,2019-08-24T00:00:00.000,32,E09010099,N,7368.21,Basic Water and Sewer,Yes,713,7368.21,0.0
FHA REPOSSESSED HOUSES (GROUP III),FHA,FHA REPOSSESSED HOUSES (GROUP III),209-47 112TH AVENUE,AMR,,213,340,Q021300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095277,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V48003162,N,38.07,Basic Water and Sewer,Yes,3,38.07,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 18,AMR,STORE 01,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8095095,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,G13036219,N,6892.84,Basic Water and Sewer,Yes,667,6892.84,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),119-44 INWOOD STREET,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095207,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V48014759,N,38.07,Basic Water and Sewer,Yes,1,38.07,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),117-17 204TH STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8093355,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19423193,N,144.68,Basic Water and Sewer,Exception,1400,144.68,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),105-11 171ST PLACE,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8097241,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V48017452,N,51.67,Basic Water and Sewer,Exception,5,51.67,0.0
UPACA (SITE 5),MANHATTAN,UPACA (SITE 5),BLD 01,AMR,,343,757,M034300,FEDERAL,NY005012410P,NEW YORK CITY WATER BOARD,8092620,2019-08,2019-07-30T00:00:00.000,2019-08-29T00:00:00.000,30,WATER & SEWER,N,9.17,Basic Water and Sewer,Yes,0,9.17,0.0
RED HOOK EAST,BROOKLYN,RED HOOK EAST,BLD 28,AMR,STORE 08,4,202,K000400,FEDERAL,NY005000040P,NEW YORK CITY WATER BOARD,8095440,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E21089827,N,38.07,Basic Water and Sewer,Yes,0,0.0,38.07
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),111-27 207TH STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8092920,2019-08,2019-07-24T00:00:00.000,2019-08-24T00:00:00.000,31,V48024774,Y,93.01,Basic Water and Sewer,Yes,9,93.01,0.0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 06,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8095755,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E13126719,N,7078.86,Basic Water and Sewer,Yes,685,7078.86,0.0
UPACA (SITE 5),MANHATTAN,UPACA (SITE 5),BLD 01,AMR,,343,757,M034300,FEDERAL,NY005012410P,NEW YORK CITY WATER BOARD,8092620,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V31987647,N,38.07,Basic Water and Sewer,Yes,0,38.07,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),218-34 119TH AVENUE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8097196,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20189928,N,382.36,Basic Water and Sewer,Exception,37,382.36,0.0
REHAB PROGRAM (TAFT REHABS),MANHATTAN,REHAB PROGRAM (TAFT REHABS),BLD 03,AMR,BLD 03 - STORE 2-4,516,293,M051600,FEDERAL,NY005013170P,NEW YORK CITY WATER BOARD,8092689,2019-08,2019-07-24T00:00:00.000,2019-08-24T00:00:00.000,31,V31983271,Y,14416.07,Basic Water and Sewer,Yes,1395,14416.07,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),120-26 178TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096287,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V48013010,N,196.35,Basic Water and Sewer,Yes,19,196.35,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),119-55 177TH STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8093349,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V48016899,N,38.07,Basic Water and Sewer,Exception,100,38.07,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),143-03 105TH AVENUE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8093150,2019-08,2019-07-24T00:00:00.000,2019-08-24T00:00:00.000,31,E20297751,Y,39.34,Basic Water and Sewer,Yes,4,39.34,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),1502 BEACH 12TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096266,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20687113,N,103.34,Basic Water and Sewer,Yes,10,103.34,0.0
REHAB PROGRAM (COLLEGE POINT),QUEENS,REHAB PROGRAM (COLLEGE POINT),BLD 01,AMR,,143,297,Q014300,FEDERAL,NY005011860P,NEW YORK CITY WATER BOARD,8096763,2019-08,2019-07-17T00:00:00.000,2019-08-19T00:00:00.000,33,K13151725,N,661.38,Basic Water and Sewer,Yes,64,661.38,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),213-24 NASHVILLE BOULEVARD,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095283,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19432601,N,124.01,Basic Water and Sewer,Exception,12,124.01,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),182 ADELPHI STREET,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095114,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20481355,N,124.01,Basic Water and Sewer,Exception,12,124.01,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),107-27 132ND STREET,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096719,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20508816,N,82.67,Basic Water and Sewer,Yes,8,82.67,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),184-12 GALWAY AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095237,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19265864,N,38.07,Basic Water and Sewer,Yes,4,38.07,0.0
