violationid,buildingid,registrationid,boroid,boro,housenumber,lowhousenumber,highhousenumber,streetname,streetcode,zip,story,block,lot,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,latitude,longitude,communityboard,councildistrict,censustract,bin,bbl,nta,apartment,certifieddate,newcertifybydate,newcorrectbydate
10000873,27552,115389,1,MANHATTAN,60,60,70,SEAMAN AVENUE,30190,10034,2,2248,40,B,2013-10-09T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,583,4707739,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT           CEILING IN THE BATHROOM  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2015-02-19T00:00:00.000,Original,Close,40.867882,-73.925639,12,10,295,1065071,1022480040,Marble Hill-Inwood,2D,,,
10000874,27552,115389,1,MANHATTAN,60,60,70,SEAMAN AVENUE,30190,10034,2,2248,40,B,2013-10-09T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,508,4707739,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           CEILING IN THE BATHROOM  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2015-02-19T00:00:00.000,Original,Close,40.867882,-73.925639,12,10,295,1065071,1022480040,Marble Hill-Inwood,2D,,,
10000875,27552,115389,1,MANHATTAN,60,60,70,SEAMAN AVENUE,30190,10034,2,2248,40,A,2013-10-09T00:00:00.000,2013-10-12T00:00:00.000,2014-02-01T00:00:00.000,2014-01-18T00:00:00.000,508,4707738,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           WEST WALL,         EAST WALL IN THE BATHROOM  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2015-02-19T00:00:00.000,Original,Close,40.867882,-73.925639,12,10,295,1065071,1022480040,Marble Hill-Inwood,2D,,,
10000907,42918,104007,1,MANHATTAN,574,574,578,WEST 161 STREET,36990,10032,2,2119,12,B,2013-10-09T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,569,4707763,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-09-25T00:00:00.000,Original,Close,40.836135,-73.942078,12,7,245,1062824,1021190012,Washington Heights South,2B,,,
10000909,42918,104007,1,MANHATTAN,574,574,578,WEST 161 STREET,36990,10032,2,2119,12,B,2013-10-09T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,550,4707763,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT EAST WALL, SOUTH WALL AND           CEILING IN THE BATHROOM  LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2017-02-22T00:00:00.000,Original,Close,40.836135,-73.942078,12,7,245,1062824,1021190012,Washington Heights South,2B,,,
10611862,904894,428796,4,QUEENS,137,137,137,BEACH 26 STREET,30440,11691,,15818,71,I,2015-03-04T00:00:00.000,2015-03-04T00:00:00.000,,,780,0,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ï¿½ï¿½27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,2019-02-20T00:00:00.000,,Close,40.593551,-73.759059,14,31,99802,4532813,4158180071,Far Rockaway-Bayswater,,,,
10000911,28329,124911,1,MANHATTAN,48,44,50,ST NICHOLAS PLACE,31290,10031,1,2054,92,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2016-03-30T00:00:00.000,2016-03-16T00:00:00.000,501,5361717,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE  SRING  BALANCE  AT BOTTOM SASH WINDOW  IN THE 2nd ROOM  FROM NORTH AT WEST LOCATED AT APT 1, 1st STORY, 11th APARTMENT FROM WEST AT NORTH",2016-02-10T00:00:00.000,19,VIOLATION CLOSED,2016-05-22T00:00:00.000,Reissued,Close,40.82874,-73.941314,9,9,23501,1061191,1020540092,Hamilton Heights,1,2016-03-13T00:00:00.000,,
10000913,28329,124911,1,MANHATTAN,48,44,50,ST NICHOLAS PLACE,31290,10031,1,2054,92,B,2013-10-09T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,508,4707213,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  ALL WALLS,    IN THE BATHROOM  LOCATED AT APT 1, 1st STORY, 11th APARTMENT FROM WEST AT NORTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-09-12T00:00:00.000,Original,Close,40.82874,-73.941314,9,9,23501,1061191,1020540092,Hamilton Heights,1,,,
10000914,28329,124911,1,MANHATTAN,48,44,50,ST NICHOLAS PLACE,31290,10031,1,2054,92,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,593,4706292,"SECTION 27-2026 ADM CODE  REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET  '  IN THE BATHROOM  LOCATED AT APT 1, 1st STORY, 11th APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-09-12T00:00:00.000,Original,Close,40.82874,-73.941314,9,9,23501,1061191,1020540092,Hamilton Heights,1,,,
10000917,305031,336285,3,BROOKLYN,345,345,345,GROVE STREET,46230,11237,2,3319,53,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,702,4706709,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR ...MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-07-22T00:00:00.000,Original,Close,40.699806,-73.914297,4,37,441,3075976,3033190053,Bushwick North,2R,,,
10000923,305031,336285,3,BROOKLYN,345,345,345,GROVE STREET,46230,11237,2,3319,53,A,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,689,4706708,"SECTION 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF .....EXPOSED ELECTRIC WIRING AT WEST WALL  IN THE KITCHEN  LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-09-26T00:00:00.000,Original,Close,40.699806,-73.914297,4,37,441,3075976,3033190053,Bushwick North,2R,,,
10000926,362762,328544,3,BROOKLYN,890,890,890,ROCKAWAY AVENUE,73470,11212,2,3625,33,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,505,4706777,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE UPPER AND LOWER WINDOW SASH  IN THE 1st ROOM  FROM EAST LOCATED AT APT 4, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-10-14T00:00:00.000,Original,Close,40.65769,-73.907683,16,42,916,3082837,3036250033,Brownsville,4,,,
10000929,362762,328544,3,BROOKLYN,890,890,890,ROCKAWAY AVENUE,73470,11212,2,3625,33,B,2013-10-09T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,1502,4707900,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 4, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-10-14T00:00:00.000,Original,Close,40.65769,-73.907683,16,42,916,3082837,3036250033,Brownsville,4,,,
10000931,207571,363503,3,BROOKLYN,816,816,820,BELMONT AVENUE,18830,11208,1,4038,15,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,550,4706644,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING APPRX. 2 SQUARE FEET  IN THE BATHROOM  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-06-18T00:00:00.000,Original,Close,40.672996,-73.879427,5,42,1194,3089610,3040380015,East New York,1,,,
10000936,207571,363503,3,BROOKLYN,816,816,820,BELMONT AVENUE,18830,11208,1,4038,15,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,510,4706644,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF EXPOSED ELECTRICAL WIRING AT CEILING  IN THE KITCHEN  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-28T00:00:00.000,Original,Close,40.672996,-73.879427,5,42,1194,3089610,3040380015,East New York,1,,,
11905244,43723,101199,1,MANHATTAN,517,517,525,WEST 212 STREET,37701,10034,4,2230,29,A,2017-07-31T00:00:00.000,2017-08-02T00:00:00.000,2017-11-20T00:00:00.000,2017-11-06T00:00:00.000,556,5816620,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT ALL WALLS   AT PUBLIC HALL, 4th STORY",2017-08-03T00:00:00.000,19,VIOLATION CLOSED,2018-03-02T00:00:00.000,Original,Close,40.867865,-73.917106,12,10,303,1064882,1022300029,Marble Hill-Inwood,,,,
10632445,43634,120816,1,MANHATTAN,603,603,607,WEST 191 STREET,37570,10040,1,2169,39,A,2015-03-17T00:00:00.000,2015-03-21T00:00:00.000,2015-07-10T00:00:00.000,2015-06-26T00:00:00.000,500,5078548,"SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYï¿½ï¿½ï¿½S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",2015-03-23T00:00:00.000,9,VIOLATION DISMISSED,2015-06-19T00:00:00.000,Original,Close,40.855651,-73.929365,12,10,279,1064030,1021690039,Washington Heights North,,2015-04-08T00:00:00.000,,
10000944,193076,353391,3,BROOKLYN,69,69,79,AVENUE O,14330,11204,2,6576,43,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,579,4706637,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT WASHBASIN  IN THE BATHROOM  LOCATED AT APT B9, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-08-11T00:00:00.000,Original,Close,40.610381,-73.982543,11,44,430,3173225,3065760043,Bensonhurst East,B9,2013-11-27T00:00:00.000,,
10003444,77657,200319,2,BRONX,40,30,40,FEATHERBED LANE,32320,10452,2,2865,110,A,2013-10-09T00:00:00.000,2013-10-11T00:00:00.000,2014-02-01T00:00:00.000,2014-01-18T00:00:00.000,556,4707330,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE BATHROOM   LOCATED AT APT 2J, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-15T00:00:00.000,9,VIOLATION DISMISSED,2014-04-14T00:00:00.000,Original,Close,40.845947,-73.915572,5,14,217,2008427,2028650110,University Heights-Morris Heights,2J,2014-01-31T00:00:00.000,,
10000952,362762,328544,3,BROOKLYN,890,890,890,ROCKAWAY AVENUE,73470,11212,2,3625,33,B,2013-10-09T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,702,4707900,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 4, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-10-14T00:00:00.000,Original,Close,40.65769,-73.907683,16,42,916,3082837,3036250033,Brownsville,4,,,
10000953,193076,353391,3,BROOKLYN,69,69,79,AVENUE O,14330,11204,2,6576,43,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,501,4706637,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRICAL OUTLET ON NORTH WALL  IN THE KITCHEN  LOCATED AT APT B9, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-08-11T00:00:00.000,Original,Close,40.610381,-73.982543,11,44,430,3173225,3065760043,Bensonhurst East,B9,2013-11-27T00:00:00.000,,
10000954,360548,345797,3,BROOKLYN,44,44,44,MALCOLM X BOULEVARD,73190,11221,3,1607,42,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,570,4706774,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT  LOCATED AT APT 3C, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-18T00:00:00.000,Original,Close,40.692678,-73.931009,3,36,289,3043465,3016070042,Stuyvesant Heights,3C,,,
10000959,207571,363503,3,BROOKLYN,816,816,820,BELMONT AVENUE,18830,11208,1,4038,15,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,1502,4706644,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-28T00:00:00.000,Original,Close,40.672996,-73.879427,5,42,1194,3089610,3040380015,East New York,1,,,
10013980,297545,375183,3,BROOKLYN,1593,1593,1625,FULTON STREET,42730,11213,3,1684,1,B,2013-10-22T00:00:00.000,2013-10-23T00:00:00.000,2013-12-12T00:00:00.000,2013-11-28T00:00:00.000,508,4713672,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR SOUTH AND NORTH WALL  IN THE  BATHROOM  LOCATED AT APT A315, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-24T00:00:00.000,19,VIOLATION CLOSED,2017-07-30T00:00:00.000,Original,Close,40.679718,-73.937018,3,36,273,3047699,3016840001,Stuyvesant Heights,A315,,,
10000966,207571,363503,3,BROOKLYN,816,816,820,BELMONT AVENUE,18830,11208,1,4038,15,C,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-10-24T00:00:00.000,2013-10-19T00:00:00.000,526,4706645,"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING SLIDE BOLT WITH EYE CAPABLE OF BEING PADLOCKED  IN THE 1st ROOM  FROM EAST LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-07-01T00:00:00.000,Original,Close,40.672996,-73.879427,5,42,1194,3089610,3040380015,East New York,1,,,
10000971,347387,328629,3,BROOKLYN,2060,2052,2060,OCEAN AVENUE,67530,11230,1,6766,40,B,2013-10-09T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,502,4705939,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDING MATERIALS AT CEILING  AT PUBLIC HALL, 1st STORY",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2014-08-14T00:00:00.000,Original,Close,40.611798,-73.953772,14,48,546,3182047,3067660040,Midwood,,,,
10000972,347387,328629,3,BROOKLYN,2060,2052,2060,OCEAN AVENUE,67530,11230,6,6766,40,B,2013-10-09T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,502,4705939,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDING MATERIALS AT CEILING  AT PUBLIC HALL, 6th STORY",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2014-08-14T00:00:00.000,Original,Close,40.611798,-73.953772,14,48,546,3182047,3067660040,Midwood,,,,
10000962,87532,200667,2,BRONX,3511,3511,3511,HULL AVENUE,41420,10467,2,3356,104,B,2013-10-09T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,1502,4705683,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 5B, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2018-12-03T00:00:00.000,Original,Close,40.879142,-73.873401,7,11,431,2018641,2033560104,Norwood,5B,,,
10000991,87532,200667,2,BRONX,3511,3511,3511,HULL AVENUE,41420,10467,2,3356,104,B,2013-10-09T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,526,4705683,"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING KEY OPERATED LOCK INSTALLED AT DOOR LEADING TO FIRE ESCAPE WINDOW  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 5B, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2015-11-10T00:00:00.000,Original,Close,40.879142,-73.873401,7,11,431,2018641,2033560104,Norwood,5B,,,
10000993,67415,210821,2,BRONX,345,345,345,EAST 205 STREET,27780,10467,2,3350,44,A,2013-10-05T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,529,4706425,"SECTION 27-2005 ADM CODE  REFIT ,DOOR  IN THE BATHROOM  LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-03-10T00:00:00.000,Original,Close,40.873534,-73.876124,7,11,42901,2018456,2033500044,Norwood,1A,,,
10000995,193076,353391,3,BROOKLYN,69,69,79,AVENUE O,14330,11204,Fire Escape,6576,43,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,539,4706637,"SECTION 27-2005, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES AIR CONDITIONER AT 2ND STORY BALCONY AT WEST FIRE ESCAPE AT FRONT OF THE BILDING",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-08-04T00:00:00.000,Original,Close,40.610381,-73.982543,11,44,430,3173225,3065760043,Bensonhurst East,,2013-11-27T00:00:00.000,,
10000998,296218,309602,3,BROOKLYN,113,113,113,FREEMAN STREET,42130,11222,1,2504,66,A,2013-10-09T00:00:00.000,2013-10-09T00:00:00.000,2014-01-27T00:00:00.000,2014-01-13T00:00:00.000,591,4705871,"SECTION 27-2026 ADM CODE  RESET, SO AS TO SECURE A PROPER AND TIGHT CONNECTION, THE WATER CLOSET BOWL ....  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2015-06-15T00:00:00.000,Original,Close,40.73426,-73.957076,1,33,563,3063942,3025040066,Greenpoint,1R,,,
10001000,296218,309602,3,BROOKLYN,113,113,113,FREEMAN STREET,42130,11222,1,2504,66,A,2013-10-09T00:00:00.000,2013-10-09T00:00:00.000,2014-01-27T00:00:00.000,2014-01-13T00:00:00.000,508,4705871,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WEST AND SOUTH WALL  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2015-03-02T00:00:00.000,Original,Close,40.73426,-73.957076,1,33,563,3063942,3025040066,Greenpoint,1R,,,
10001006,372176,356912,3,BROOKLYN,376,376,376,SOUTH 3 STREET,78330,11211,3,2438,12,B,2013-10-09T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,550,4705957,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... 1 SQ. FT AT CEILING, 1 SQ. FT. ATEAST WALL,1 SQ. FT AT WEST WALL  IN THE BATHROOM  LOCATED AT APT 5, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2014-11-18T00:00:00.000,Original,Close,40.708732,-73.95219,1,34,527,3063376,3024380012,North Side-South Side,5,,,
10001007,372176,356912,3,BROOKLYN,376,376,376,SOUTH 3 STREET,78330,11211,3,2438,12,A,2013-10-09T00:00:00.000,2013-10-09T00:00:00.000,2014-01-27T00:00:00.000,2014-01-13T00:00:00.000,556,4705956,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT EAST WALL,WEST WALL, AND CEILING  IN THE BATHROOM  LOCATED AT APT 5, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2014-11-18T00:00:00.000,Original,Close,40.708732,-73.95219,1,34,527,3063376,3024380012,North Side-South Side,5,,,
10001008,372176,356912,3,BROOKLYN,376,376,376,SOUTH 3 STREET,78330,11211,Cellar,2438,12,B,2013-10-09T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,684,4705958,SECTION 27-2037 ADM CODE  PROVIDE ADEQUATE LIGHTING AT CELLAR FRONT &  STAIRS LEADING DOWN  TO CELLAR FROM 1ST STORY PUBLIC HALL,2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2014-11-18T00:00:00.000,Original,Close,40.708732,-73.95219,1,34,527,3063376,3024380012,North Side-South Side,,,,
10001010,362762,328544,3,BROOKLYN,890,890,890,ROCKAWAY AVENUE,73470,11212,Fire Escape,3625,33,B,2013-10-09T00:00:00.000,2013-10-21T00:00:00.000,2013-12-10T00:00:00.000,2013-11-26T00:00:00.000,512,4712412,"SECTION 27-2005 ADM CODE  FIRE ESCAPE DEFECTIVE. REPLACE WITH NEW THE BROKEN, DEFECTIVE AND/OR MISSING 5TH TREAD FROM BOTTOM AT 2ND STORY BALCONY AT REAR STACK  AT FIRE ESCAPE",2013-10-22T00:00:00.000,19,VIOLATION CLOSED,2014-09-26T00:00:00.000,Original,Close,40.65769,-73.907683,16,42,916,3082837,3036250033,Brownsville,,,,
10001011,81701,203970,2,BRONX,1466,1466,1466,GRAND CONCOURSE,36420,10457,3,2832,40,B,2013-10-09T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,508,4705665,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WEST WALL   IN THE KITCHEN  LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION  AT  NORTH",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2015-05-08T00:00:00.000,Original,Close,40.840612,-73.912796,4,14,225,2007993,2028320040,East Concourse-Concourse Village,3C,2014-01-02T00:00:00.000,,
10001015,207571,363503,3,BROOKLYN,816,816,820,BELMONT AVENUE,18830,11208,Yards / Courts,4038,15,A,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,106,4706643,"SECTION 53, 187, 231 M/D LAW AND DEPARTMENT RULES AND REGULATIONS.  PROVIDE A SHOE PROPERLY SECURED TO BOTTOM OF STRING OF DROPLADDER AT EAST FIRE ESCAPE",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-28T00:00:00.000,Original,Close,40.672996,-73.879427,5,42,1194,3089610,3040380015,East New York,,,,
10001018,87532,200667,2,BRONX,3511,3511,3511,HULL AVENUE,41420,10467,2,3356,104,C,2013-10-09T00:00:00.000,2013-10-09T00:00:00.000,2013-10-23T00:00:00.000,2013-10-18T00:00:00.000,526,4705684,"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING DOUBLE CYLINDER KEY OPERATED LOCK INSTALLED AT DOOR  IN THE ENTRANCE  LOCATED AT APT 5B, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2015-11-10T00:00:00.000,Original,Close,40.879142,-73.873401,7,11,431,2018641,2033560104,Norwood,5B,,,
