,requestid,applicationid,requesttype,house,street,borough,bin,block,lot,ownername,expirationdate,make,model,burnermake,burnermodel,primaryfuel,secondaryfuel,quantity,issuedate,status,premisename
272,219637,CA000294,REGISTRATION,961,EAST 173 STREET,BRONX,2010881.0,3002.0,1.0,WAVECREST MANAGEMENT TEAM,2021-01-10T00:00:00.000,SLANT FINN,GGT 1200,NATURAL DRAFT,UNKNOWN,NATURALGAS,NONE,1,2017-11-02T15:48:33.000,CURRENT        ,WILLIAMS CT REDEV. ASSOCIATES
273,218880,CA000296,REGISTRATION,616,WEST 113 STREET,MANHATTAN,1057341.0,1895.0,30.0,TOM ETTINGER,2020-01-16T00:00:00.000,JANITROL,SERIES 6-50,JANITROL ,SERIES 6-50,NATURALGAS,NONE,1,2017-10-19T10:18:23.000,EXPIRED        ,TOM ETTINGER
274,232620,CA000297,CERTIFICATE TO OPERATE,255,EASTERN PARKWAY,BROOKLYN,3029652.0,1181.0,7501.0,WOODROW WILSON CONDOMINIUM,2021-05-08T00:00:00.000,FEDERAL,FST-200,I.C.,DLG-84 (P),NATURALGAS,NO2FUEL,1,2018-05-04T14:24:45.000,CURRENT        ,BLACKMAN ROBERT%EAST REALTY
275,200746,CA000298,CERTIFICATE TO OPERATE,800,OCEAN PARKWAY,BROOKLYN,3170327.0,6503.0,20.0,EISENBERG MORDY,2019-04-08T00:00:00.000,ROCKMILLS  ,MP-175,INDUSTRIAL COMBUSTION,DEG-84 P,NATURALGAS,NO2FUEL,1,2017-06-13T13:49:04.000,EXPIRED        ,EISENBERG MORDY
276,108857,CA000299,WORK PERMIT,1600,MADISON AVENUE,MANHATTAN,76337.0,1613.0,6.0,BEAUTIFUL VILLAGE ASSO./S.JAFFEE ,1999-08-11T00:00:00.000,KEWANEE  7 L 282-KO,KEWANEE  7 L 282-KO,RAY  PDF (SIZE #3),RAY  PDF (SIZE #3),NO2FUEL,NO2FUEL,2,1999-01-05T00:00:00.000,CANCELLED      ,
277,132688,CA000360,CERTIFICATE TO OPERATE,323,WEST   39 STREET,MANHATTAN,13682.0,763.0,7502.0,WALSAM 39 CO,1985-07-02T00:00:00.000,,,TODD C,TODD C,NO4FUEL,NO4FUEL,2,1900-01-01T00:00:00.000,CANCELLED      ,
278,125914,CA000370,CERTIFICATE TO OPERATE,137,WEST  141 STREET,MANHATTAN,60085.0,2010.0,6.0,REDNURB REALTY INC,1985-05-28T00:00:00.000,ROCKMILLS-MP-90,ROCKMILLS-MP-90,HEV-E-OIL AM6E,HEV-E-OIL AM6E,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
279,133676,CA000375,CERTIFICATE TO OPERATE,2952,3 AVENUE,BRONX,1173.0,2362.0,44.0,ALEXANDER'S INC,1989-04-11T00:00:00.000,ROCKMILLS MP 150,ROCKMILLS MP 150,INDUSTRIAL COMBUSTION AM6CF,INDUSTRIAL COMBUSTION AM6CF,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
280,114741,CA000376,WORK PERMIT,12-10,JACKSON AVENUE,QUEENS,,61.0,11.0,PLAXALL INC./L.H PFOHL,1977-09-30T00:00:00.000,ERIE CITY MODEL ECIW 84500,ERIE CITY MODEL ECIW 84500,HEVEOIL  DE-105,HEVEOIL  DE-105,NO4FUEL,NONE,1,1989-03-14T00:00:00.000,CANCELLED      ,
281,53391,CA000380,REGISTRATION,711,EAST  228 STREET,BRONX,63559.0,4842.0,35.0,WAVECREST MGMT TEAM,2013-07-01T00:00:00.000,FEDERAL     FR 260,FEDERAL     FR 260,CARLIN      501 CRD,CARLIN      501 CRD,NO2FUEL,NONE,1,1987-12-04T00:00:00.000,EXPIRED        ,
282,205996,CA000381,WORK PERMIT,93-29,QUEENS BOULEVARD,QUEENS,,2077.0,50.0,NYC DEPARTMENT OF PARKS,,WEIL MCLAIN   #44,WEIL MCLAIN   #44,JOHNSON  #ML,JOHNSON  #ML,NO4FUEL,NONE,1,1981-09-01T00:00:00.000,CANCELLED      ,
283,238191,CA000382,REGISTRATION,298,ST JOHN'S PLACE,BROOKLYN,3029358.0,1172.0,27.0,HTGG REALTY CO LLC-ATT:M. IFERIKA,2021-07-24T00:00:00.000,RAYPAK #1813 T,RAYPAK #1813 T,RAYPAK - INTEGRAL,RAYPAK - INTEGRAL,NATURALGAS,NONE,1,2018-06-06T14:12:01.000,CURRENT        ,HTGG REALTY CO LLC-ATT:M. IFERIKA
284,267668,CA000383,REGISTRATION INSPECTION,2290,DR M L KING JR BOULEVARD,BRONX,14595.0,3212.0,21.0,SHELBE ASSOCIATES LLC.,2022-04-25T00:00:00.000,ROCKMILLS,MP-90,INDUSTRIAL COMBUSTION,MEG-42 P,NATURALGAS,NO4FUEL,1,2019-07-02T15:40:44.000,CURRENT        ,SHELBE ASSOCIATES LLC.
285,116072,CA000384,CERTIFICATE TO OPERATE,3802,GLENWOOD ROAD,BROOKLYN,213190.0,7722.0,39.0,3802 REALTY CORP.,2005-02-27T00:00:00.000,FEDERAL FST 40,FEDERAL FST 40,IND. COMB. AMG-3 1/2,IND. COMB. AMG-3 1/2,NO4FUEL,NONE,1,1986-12-05T00:00:00.000,CANCELLED      ,
286,133675,CA000385,CERTIFICATE TO OPERATE,3800,CARPENTER AVENUE,BRONX,57563.0,4654.0,1.0,3800 CARPENTER REALTY CO.,1989-12-04T00:00:00.000,SPENCER PC-850,SPENCER PC-850,ICI AM 6 ES,ICI AM 6 ES,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
287,260830,CA000386,REGISTRATION INSPECTION,139,EAST   53 STREET,BROOKLYN,100916.0,4640.0,1.0,ISAC,2022-02-13T00:00:00.000,FEDERAL,FST-70 SP,INDUSTRIAL COMBUSTION,MMG-28,NATURALGAS,NO2FUEL,1,2019-06-05T11:42:15.000,CURRENT        ,NEISS MGMT
288,285648,CA000387,REGISTRATION,1890,OCEAN AVENUE,BROOKLYN,181603.0,6757.0,15.0,1890 OCEAN AVE LLC % METROPOLITAN PROP.,2023-01-13T00:00:00.000,FEDERAL,FST-60,INDUSTRIAL COMBUSTION (NEW),MMG-28,NATURALGAS,NONE,1,2019-11-20T17:26:09.000,CURRENT        ,
289,54558,CA000389,REGISTRATION,6633,BAY PARKWAY,BROOKLYN,173248.0,6577.0,1.0,RVP GAS CORP.,2001-01-23T00:00:00.000,PEERLESS JOT-6-FDA,PEERLESS JOT-6-FDA,CARLIN 201 CRD,CARLIN 201 CRD,NO2FUEL,NONE,1,1989-01-05T00:00:00.000,EXPIRED        ,
290,57712,CA000392,REGISTRATION,130,WEST 23 STREET,MANHATTAN,14806.0,798.0,60.0,130 W 23RD STREET LLC,2013-02-18T00:00:00.000,PEERLESS JOT-6-RDA,PEERLESS JOT-6-RDA,CARLIN 201 CRD,CARLIN 201 CRD,NO2FUEL,NONE,1,1992-01-01T00:00:00.000,EXPIRED        ,
291,19212,CA000393,REGISTRATION,350,EAST   89 STREET,MANHATTAN,50084.0,1551.0,33.0,VINCENT VENTURA,2019-01-06T00:00:00.000,H. B. SMITH,G300-S-10,H. B. SMITH,G300-S-10,NATURALGAS,NONE,1,2015-10-27T14:51:53.000,EXPIRED        ,VINCENT VENTURA
292,252864,CA000395,REGISTRATION,104,GREENPOINT AVENUE,BROOKLYN,3064817.0,2563.0,14.0,"WONG, CHUCK K.",2022-01-09T00:00:00.000,BURNHAM,BOILER 411,BURNHAM ,BOILER 411,NATURALGAS,NONE,1,2019-01-07T10:11:16.000,CURRENT        ,"WONG, CHUCK K."
293,218878,CA000396,REGISTRATION,618,WEST 113 STREET,MANHATTAN,1057342.0,1895.0,31.0,TOM ETTINGER,2020-01-16T00:00:00.000,PORTMAR ,PW 1300,WAYNE,MR 98,NO2FUEL,NONE,1,2017-10-19T10:16:00.000,EXPIRED        ,TOM ETTINGER
294,54463,CA000397,REGISTRATION,601,WEST  139 STREET,MANHATTAN,62310.0,2087.0,93.0,TSISKAKIS KOSTAS,2000-02-25T00:00:00.000,PEERLESS FDA-713,PEERLESS FDA-713,CARLIN 801 CRD,CARLIN 801 CRD,NO2FUEL,NONE,1,1997-01-02T00:00:00.000,EXPIRED        ,
295,255114,CA000398,REGISTRATION,437,437 3RD ST,BROOKLYN,3021036.0,976.0,68.0,437 3RD.ST.HSG.CORP.- ATT: BRUCE CORY,2022-01-21T00:00:00.000,"WEIL MCLAIN, LGB-6","WEIL MCLAIN, LGB-6","WEIL MCLAIN, LGB-6","WEIL MCLAIN, LGB-6",NATURALGAS,NONE,1,2019-01-14T09:45:57.000,CURRENT        ,437 3RD ST
296,21705,CA000399,REGISTRATION,120,JACKSON STREET,BROOKLYN,68417.0,2748.0,21.0,SCHOOL SETTLEMENT ASSOC.,2017-01-12T00:00:00.000,"WEIL MCLAIN, LGB-8","WEIL MCLAIN, LGB-8","WEIL MCLAIN, LGB-8","WEIL MCLAIN, LGB-8",NATURALGAS,NONE,1,2015-09-08T10:51:20.000,EXPIRED        ,SCHOOL SETTLEMENT ASSOCIATES
297,176313,CA000454,REGISTRATION INSPECTION,15,EAST  199 STREET,BRONX,17618.0,3320.0,31.0,FABEH REALTY CORP,1985-12-17T00:00:00.000,KEWANEE 2779,KEWANEE 2779,RAY AR 141 SIZE 3,RAY AR 141 SIZE 3,NO4FUEL,NONE,1,1900-01-01T00:01:00.000,EXPIRED        ,
298,133670,CA000470,CERTIFICATE TO OPERATE,7609,4 AVENUE,BROOKLYN,149233.0,5951.0,1.0,CANCELLED SUPERCEDED,1987-09-28T00:00:00.000,KEWANEE 416,KEWANEE 416,ENTERPRISE G 2P,ENTERPRISE G 2P,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
299,124716,CA000477,CERTIFICATE TO OPERATE,190,EAST MOSHOLU PARKWAY SOUTH,BRONX,17360.0,3311.0,138.0,JRD MANAGEMENT,1985-05-07T00:00:00.000,PACIFIC 8602,PACIFIC 8602,IRON FIREMAN AO6,IRON FIREMAN AO6,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
300,133669,CA000482,CERTIFICATE TO OPERATE,298,ST JOHN'S PLACE,BROOKLYN,29358.0,1172.0,27.0,RELATED MGMT/J BRODSKY-VP,1991-07-24T00:00:00.000,ROCKMILLS MP805S,ROCKMILLS MP805S,ICI MEG 34P,ICI MEG 34P,NO6FUEL,NATURALGAS,1,1900-01-01T00:00:00.000,CANCELLED      ,
301,191320,CA000483,REGISTRATION INSPECTION,2302,85 STREET,BROOKLYN,185297.0,6858.0,6.0,ERNEST&AMP; MARYANNA JEREMIAS FAMILY PARTNER LP,2019-04-05T00:00:00.000,ROCKMILLS ,-MP 80 SS,ICI,-MEG 34P,NO2FUEL,NATURALGAS,1,2016-10-17T10:37:59.000,EXPIRED        ,
302,132137,CA000484,CERTIFICATE TO OPERATE,745,LINCOLN PLACE,BROOKLYN,32260.0,1254.0,57.0,FAIRBANKS ASSOCIATES,1999-02-21T00:00:00.000,ROCKMILLS MP4-133,ROCKMILLS MP4-133,KEWANEE KF3-0-926-06,KEWANEE KF3-0-926-06,NO2FUEL,NATURALGAS,1,1987-02-20T00:00:00.000,CANCELLED      ,
303,118763,CA000485,CERTIFICATE TO OPERATE,655,CASTLE HILL AVENUE,BRONX,92673.0,3570.0,1.0,NYC HOUSING AUTHORITY,1989-01-03T00:00:00.000,FITZGIBBONS DM425,FITZGIBBONS DM425,PREFERRED BHE-8-3M4,PREFERRED BHE-8-3M4,NO6FUEL,NONE,8,1985-01-05T00:00:00.000,CANCELLED      ,
304,260576,CA000486,CERTIFICATE TO OPERATE,24,JORALEMON STREET,BROOKLYN,3341552.0,258.0,17.0,24 JORALEMON ,2022-02-28T00:00:00.000,FEDERAL ,FST-175,ICI,DEG-84(P),NATURALGAS,NO2FUEL,2,2019-06-17T14:44:33.000,CURRENT        ,JORALEMON REALTY NY LLC.
305,284866,CA000487,REGISTRATION,30,MONROE PLACE,BROOKLYN,3001926.0,238.0,24.0,SIREN MANAGEMENT,2023-01-13T00:00:00.000,FEDERAL,FST-60,CARLIN,801CRD,NO2FUEL,NONE,1,2019-11-04T16:21:41.000,CURRENT        ,28-30 MONROE PLACE OWNER CORP
306,169110,CA000488,CERTIFICATE TO OPERATE,241,WEST 97 STREET,MANHATTAN,86955.0,1869.0,7503.0,BROADWAY 98 CONDOMINIUM/COSMIN ARDKJAN,2018-07-13T00:00:00.000,FEDERAL,FST 400,HEV-E,DEG 175-P,NO4FUEL,NONE,2,2016-11-07T10:55:07.000,EXPIRED        ,WEINREB MANAGEMENT
307,23271,CA000489,REGISTRATION,526,WEST 211 STREET,MANHATTAN,64863.0,2228.0,21.0,,2016-01-23T00:00:00.000,AERO,1000-70 (2 UNITS),AERO,F-AFC (2 UNITS),NO2FUEL,NONE,1,2012-12-22T07:46:49.000,EXPIRED        ,"526 WEST 211 GROUP, LLC"
308,56788,CA000491,REGISTRATION,946,ANDERSON AVENUE,BRONX,3036.0,2504.0,53.0,PROMESA HDFC,2009-02-06T00:00:00.000,WEIL MCLAIN BGL-776-S,WEIL MCLAIN BGL-776-S,POWERFLAME CR-1,POWERFLAME CR-1,NATURALGAS,NONE,1,1991-01-01T00:00:00.000,EXPIRED        ,
309,111557,CA000493,CERTIFICATE TO OPERATE,3060,HULL AVENUE,BRONX,17915.0,3332.0,17.0,BB MGMT. NY CORP.,2014-05-15T00:00:00.000,ROCKMILLS  MP-70,ROCKMILLS  MP-70,ICI  DE 42 YP,ICI  DE 42 YP,NO6FUEL,NONE,1,1993-01-04T00:00:00.000,CANCELLED      ,
310,54781,CA000497,REGISTRATION,655,MAC DONOUGH STREET,BROOKLYN,40189.0,1497.0,72.0,WILLIAM PAUL,2000-01-14T00:00:00.000,"PEERLESS, EC-06","PEERLESS, EC-06","CARLIN, 102 CRD","CARLIN, 102 CRD",NO2FUEL,NONE,1,1997-01-02T00:00:00.000,EXPIRED        ,
311,260860,CA000498,REGISTRATION,1787,OCEAN AVENUE,BROOKLYN,3210003.0,7656.0,39.0,YOUNG A. PARK,2022-01-21T00:00:00.000,FULTON,FB-010A,FULTON,FB-015A,NATURALGAS,NONE,1,2019-03-14T16:41:04.000,CURRENT        ,YOUNG A. PARK
312,284371,CA000499,REGISTRATION,130,WEST 28 STREET,MANHATTAN,1015089.0,803.0,57.0,130 FLOWER CORP,2023-01-12T00:00:00.000,H.B. SMITH,LO-28A-S-5,CARLIN ,702 CRD,NO2FUEL,NONE,1,2019-12-09T14:41:16.000,CURRENT        ,130 FLOWER CORP
313,126669,CA000569,CERTIFICATE TO OPERATE,336,EAST 52 STREET,MANHATTAN,39662.0,1344.0,33.0,AVJ REALTY CORP.,1989-12-06T00:00:00.000,PACIFIC 5282,PACIFIC 5282,JOHNSON 30 AVH 150 1/2,JOHNSON 30 AVH 150 1/2,NO6FUEL,NONE,1,1986-12-01T00:00:00.000,CANCELLED      ,
314,131793,CA000570,CERTIFICATE TO OPERATE,1528,49 STREET,BROOKLYN,129134.0,5453.0,18.0,1528 49TH CORP,1984-11-06T00:00:00.000,FITZGIBBONS RM151,FITZGIBBONS RM151,PETRO WD5AH,PETRO WD5AH,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
315,119529,CA000577,CERTIFICATE TO OPERATE,135,HAWTHORNE STREET,BROOKLYN,115589.0,5043.0,86.0,EQUITY INVESTMENTS,1985-09-23T00:00:00.000,FITZGIBBONS RM 182,FITZGIBBONS RM 182,IRON FIREMAN A06-9.8,IRON FIREMAN A06-9.8,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,EXPIRED        ,
316,212527,CA000580,CERTIFICATE TO OPERATE,112-20,72 DRIVE,QUEENS,4432149.0,2252.0,10.0,BALFOUR OWNERS CO. C/O JOHN B. LOVETT &AMP; ASSOC.,2017-03-28T00:00:00.000,FITZGIBBONS  #DM 364,FITZGIBBONS  #DM 364,RAY PAECR-144 SIZE 300,RAY PAECR-144 SIZE 300,NO2FUEL,NATURALGAS,2,2017-06-27T12:18:45.000,CANCELLED      ,
317,49657,CA000581,REGISTRATION,146-39,105 AVENUE,QUEENS,4214998.0,10055.0,28.0,NYC DEPARTMENT OF HEALTH,1990-06-29T00:00:00.000,WEIL-MCLAIN              E G H 105,WEIL-MCLAIN              E G H 105,WEIL-MCLAIN              INTEGRAL,WEIL-MCLAIN              INTEGRAL,NATURALGAS,NONE,1,1900-01-01T00:00:00.000,EXPIRED        ,NYC DEPARTMENT OF HEALTH
318,123851,CA000583,CERTIFICATE TO OPERATE,1209,BUSHWICK AVENUE,BROOKLYN,77833.0,3388.0,1.0,BUSHWICK PROPERTIC LLC.,2007-03-24T00:00:00.000,FEDERAL FST 70,FEDERAL FST 70,INDUSTRIAL COMBUSTION MMG-34(P),INDUSTRIAL COMBUSTION MMG-34(P),NO4FUEL,NATURALGAS,1,1900-01-01T00:00:00.000,CANCELLED      ,
319,123658,CA000584,CERTIFICATE TO OPERATE,2865,OCEAN AVENUE,BROOKLYN,203205.0,7422.0,146.0,OCEANA APTS,2002-04-22T00:00:00.000,FITZGIBBON DM-212,FITZGIBBON DM-212,I.C.I. DEG-84 P,I.C.I. DEG-84 P,NO6FUEL,NONE,1,1987-10-13T00:00:00.000,CANCELLED      ,
320,121981,CA000585,CERTIFICATE TO OPERATE,333,CRIMMINS AVENUE,BRONX,,2556.0,2.0,SAN JAMES REALTY,1989-05-12T00:00:00.000,SLANT-FIN GGT-2250 (2),SLANT-FIN GGT-2250 (2),SLANT-FIN INTEGRAL,SLANT-FIN INTEGRAL,NATURALGAS,NATURALGAS,2,1985-01-18T00:00:00.000,CANCELLED      ,
321,267303,CA000586,CERTIFICATE TO OPERATE,395,OCEAN AVENUE,BROOKLYN,3116136.0,5062.0,14.0,OCEANWOOD LLC,2022-04-17T00:00:00.000,FEDERAL,FST-200,INDUSTRIAL COMBUSTION,DEG-84 P,NO2FUEL,NATURALGAS,1,2019-07-09T10:18:39.000,CURRENT        ,OCEANWOOD LLC
322,224633,CA000588,REGISTRATION,57,PRINCE STREET,MANHATTAN,1007936.0,510.0,30.0,57 PRINCE ST.ASSOC.LLC - ATT: WARREN FREYER,2021-01-19T00:00:00.000,BEST BOILER,4A-35,CARLIN,601 CRD,NO2FUEL,NONE,1,2018-01-08T14:34:03.000,CURRENT        ,57 PRINCE STREET ASSOCIATES LLC
323,247486,CA000589,REGISTRATION,25-63,33 STREET,QUEENS,4009279.0,631.0,4.0,"CAMISA, MARIA",2022-01-24T00:00:00.000,PEERLESS ,JOT-TW 300,CARLIN,102 CRD,NO2FUEL,NONE,1,2018-10-23T16:03:39.000,CURRENT        ,"CAMISA, MARIA"
324,176315,CA000590,REGISTRATION INSPECTION,2821,BRIGGS AVENUE,BRONX,17059.0,3301.0,66.0,1071 HOME CORP.,2014-11-19T00:00:00.000,FEDERAL FST 50,FEDERAL FST 50,ICI MMG 22,ICI MMG 22,NO4FUEL,NATURALGAS,1,1990-01-03T00:01:00.000,EXPIRED        ,
325,112736,CA000591,CERTIFICATE TO OPERATE,1087,SUMMIT AVENUE,BRONX,3491.0,2526.0,70.0,PROMESA HDFC ,2009-05-21T00:00:00.000,WEIL MCLAIN BGL-976-S,WEIL MCLAIN BGL-976-S,POWERFLAME CR-1,POWERFLAME CR-1,NONE,NONE,1,1991-01-01T00:00:00.000,EXPIRED        ,
326,259079,CA000592,REGISTRATION,23,11 WEST 17 STREET,MANHATTAN,1015385.0,818.0,22.0,23 WEST 16TH STREET HOUSING CORP,2022-01-08T00:00:00.000,H.B.SMITH,G300-8,H.B.SMITH,G300-8,NATURALGAS,NONE,1,2019-02-19T10:15:50.000,CURRENT        ,23 WEST 16TH ST.HOUSING CORP.
327,60045,CA000594,REGISTRATION,460,49 STREET,BROOKLYN,12923.0,783.0,30.0,"TSUI, DEOMATTEE",2000-01-10T00:00:00.000,FEDERAL FST 32,FEDERAL FST 32,CARLIN 701 CRD,CARLIN 701 CRD,NO2FUEL,NONE,1,1994-01-03T00:00:00.000,EXPIRED        ,
328,291724,CA000596,REGISTRATION,7221,5TH AVENUE,BROOKLYN,3147452.0,5910.0,2.0,GEORGE MITILIS,2023-01-16T00:00:00.000,WEIL MCLAIN,EGH 105,WEIL MCLAIN,EGH 105,NATURALGAS,NONE,1,2020-01-16T15:29:21.000,CURRENT        ,ACROPOLIS PROPERTY LLC
329,54794,CA000597,REGISTRATION,378,GRAND AVENUE,BROOKLYN,56241.0,1965.0,72.0,DAISY PULLEN,2000-01-14T00:00:00.000,"PEERLESS, SCT-06","PEERLESS, SCT-06","CARLIN, 201 CRD","CARLIN, 201 CRD",NO2FUEL,NONE,1,1997-01-02T00:00:00.000,EXPIRED        ,
330,108856,CA000599,WORK PERMIT,10,EAST  108 STREET,MANHATTAN,85251.0,1613.0,6.0,BEAUTIFUL VILLAGE ASSOC.REDEVELOPMENT,1999-08-11T00:00:00.000,KEWANEE  7 L 281-KO,KEWANEE  7 L 281-KO,RAY  PDF (SIZE #3),RAY  PDF (SIZE #3),NO2FUEL,NO2FUEL,2,1999-01-05T00:00:00.000,CANCELLED      ,
331,130454,CA000658,CERTIFICATE TO OPERATE,567,WEST 125 STREET,MANHATTAN,59711.0,1982.0,61.0,LUCERO &AMP; OLIVA,1989-04-07T00:00:00.000,ROCKMILLS R-54,ROCKMILLS R-54,PETRO WD4AM,PETRO WD4AM,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
332,133663,CA000673,CERTIFICATE TO OPERATE,854,OCEAN AVENUE,BROOKLYN,118802.0,5162.0,34.0,CANCELLED SUPERCEDED BY,1987-12-31T00:00:00.000,FITZGIBONS RM 121,FITZGIBONS RM 121,PETRO WD 4 AH,PETRO WD 4 AH,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
333,52123,CA000675,REGISTRATION,155-25,STYLER ROAD,QUEENS,215673.0,10113.0,109.0,HONEYWELL FARMS INC,2007-01-17T00:00:00.000,WEIL MCLAIN # MG 7,WEIL MCLAIN # MG 7,WEIL MCLAIN - INTEGRAL,WEIL MCLAIN - INTEGRAL,NATURALGAS,NONE,1,1975-01-02T00:00:00.000,EXPIRED        ,
334,55804,CA000676,REGISTRATION,77,LEFFERTS PLACE,BROOKLYN,57686.0,2015.0,80.0,SHERWOOD WALDMAN,2000-07-01T00:00:00.000,CROTTY MWB-34,CROTTY MWB-34,HEV-E-OIL AM 3 1/2 DH,HEV-E-OIL AM 3 1/2 DH,NONE,NONE,1,1990-01-23T00:00:00.000,EXPIRED        ,
335,133660,CA000677,CERTIFICATE TO OPERATE,2685,CRESTON AVENUE,BRONX,17481.0,3316.0,50.0,J.R.D. MGMT. CORP.,1987-10-15T00:00:00.000,KEWANEE 7L-85 TYPE C,KEWANEE 7L-85 TYPE C,IRON FIREMAN A06-9.8RK,IRON FIREMAN A06-9.8RK,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
336,126991,CA000679,CERTIFICATE TO OPERATE,12,EAST  213 STREET,BRONX,17843.0,3329.0,56.0,S.&AMP; N.RUGOVA PROPERTIES,2000-09-01T00:00:00.000,SPENCER 4F-180-45,SPENCER 4F-180-45,INDUSTRIAL COMB AM4DH,INDUSTRIAL COMB AM4DH,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
337,115900,CA000680,CERTIFICATE TO OPERATE,70-20,108 STREET,QUEENS,52241.0,2215.0,1.0,SULZBERGER-ROLFE INC.,1992-09-18T00:00:00.000,FEDERAL FLW 4857,FEDERAL FLW 4857,RAY AECR-144 SIZE 500,RAY AECR-144 SIZE 500,NO2FUEL,NATURALGAS,2,1900-01-01T00:00:00.000,CANCELLED      ,
338,225206,CA000682,REGISTRATION,434,EAST 75 STREET,MANHATTAN,1045907.0,1469.0,34.0,"ALONZO, RUDOLF",2021-03-18T00:00:00.000,H.B. SMITH,#2500-L-S-11,CARLIN,701 CRD,NO2FUEL,NONE,1,2018-01-10T15:04:59.000,CURRENT        ,"ALONZO, RUDOLF"
339,268675,CA000683,CERTIFICATE TO OPERATE,1558,EAST 19 STREET,BROOKLYN,3182003.0,6765.0,28.0,1558 EAST 19TH STREET,2022-04-12T00:00:00.000,FEDERAL,FST-125,INDUSTRIAL COMBUSTION, DEG-54P,NO2FUEL,NATURALGAS,1,2019-07-11T17:05:10.000,CURRENT        ,1558 OWNERS CORP.
340,129085,CA000684,CERTIFICATE TO OPERATE,210,STANTON STREET,MANHATTAN,4151.0,345.0,48.0,  EBLO NUEVO ASSOCIATES,1994-06-18T00:00:00.000,HYDROTHERM MR300 (24 MODULES),HYDROTHERM MR300 (24 MODULES),HYDROTHERM INTERGRAL,HYDROTHERM INTERGRAL,NATURALGAS,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
341,133659,CA000685,CERTIFICATE TO OPERATE,1990,ELLIS AVENUE,BRONX,25881.0,3793.0,39.0,1990 ELLIS AVE CORP,1995-07-01T00:00:00.000,ROCKMILLS MP-150,ROCKMILLS MP-150,RAY PAECR 144 SIZE 150,RAY PAECR 144 SIZE 150,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
342,270420,CA000686,REGISTRATION INSPECTION,1490,OCEAN AVENUE,BROOKLYN,179781.0,6712.0,1.0,"1490 .REALTY,LLC",2022-02-13T00:00:00.000,FEDERAL,FST-80,INDUSTRIAL COMBUSTION,DEG-42 P,NO2FUEL,NATURALGAS,1,2019-07-31T14:46:38.000,CURRENT        ,
343,176317,CA000688,REGISTRATION INSPECTION,120,WEST  123 STREET,MANHATTAN,57740.0,1907.0,45.0,NYC HPD,1991-02-24T00:00:00.000,FEDERAL  #FST 90,FEDERAL  #FST 90,CARLIN  1150 FFD,CARLIN  1150 FFD,NO2FUEL,NONE,1,1987-12-30T00:01:00.000,EXPIRED        ,
344,113489,CA000690,WORK PERMIT,2714,WALLACE AVENUE,BRONX,53703.0,4512.0,5.0,ENERGY INVESTMENT SYSTEMS,1990-07-12T00:00:00.000,FEDERAL FST 80,FEDERAL FST 80,ICI MEG34P,ICI MEG34P,NO6FUEL,NONE,1,1990-01-03T00:00:00.000,CANCELLED      ,
345,56789,CA000691,REGISTRATION,1087,SUMMIT AVENUE,BRONX,3491.0,2526.0,70.0,NYC DEPT OF HPD,1994-03-01T00:00:00.000,A.O.SMITH BC399 ( HOT WATER HEATER ),A.O.SMITH BC399 ( HOT WATER HEATER ),INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,1991-01-01T00:00:00.000,EXPIRED        ,
346,57713,CA000692,REGISTRATION,88-49,161 STREET,QUEENS,208992.0,9767.0,7.0,H &AMP; G HOTEL CORP,2013-01-18T00:00:00.000,PEERLESS JOT-7-FDA,PEERLESS JOT-7-FDA,CARLIN 201 CRD,CARLIN 201 CRD,NO2FUEL,NONE,1,1992-01-01T00:00:00.000,EXPIRED        ,
347,54798,CA000697,REGISTRATION,4016A,GLENWOOD ROAD,BROOKLYN,213335.0,7724.0,140.0,STAR DRY CLEANERS,2009-01-14T00:00:00.000,"FULTON, FB-010-A","FULTON, FB-010-A","FULTON, INTEGRAL","FULTON, INTEGRAL",NO2FUEL,NONE,1,1997-01-02T00:00:00.000,EXPIRED        ,
348,221606,CA000698,REGISTRATION,157,EAST 106 STREET,MANHATTAN,1052028.0,1634.0,27.0,"MCHUGH, GERARD",2021-01-21T00:00:00.000,"HB SMITH,",19-6,CARLIN,301 CRD,NO2FUEL,NONE,1,2017-11-28T12:16:40.000,CURRENT        ,"MCHUGH, GERALD"
