input_1_output_uniqueid,input_1_input_1_facilityname,input_1_input_1_facility,input_1_input_1_address,input_1_input_1_address_2,input_1_input_1_zipcode,input_1_input_1_borough,phone_number,input_1_input_1_additionalinfo,input_1_input_1_service,input_1_input_1_service_type,input_1_input_1_free_service,input_1_input_1_sliding_scale,input_1_input_1_accepts_walk,input_1_input_1_hepatitis,input_1_output_bbl,input_1_input_1_latitude,input_1_input_1_longitude,output_bbl,output_bin,output_city_council_district,output_community_district
185,Gouverneur Healthcare Services,Hospital,227 Madison Street,Room 1252,10002,MANHATTAN,(917) 292-1550,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/gouverneur/html/home/home.shtml"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Vaccine,False,True,False,False,1002700032.0,40.713208,-73.987787,1002700032.0,1003224.0,1.0,103.0
186,Merrick Pharmacy,Pharmacy,234-28 Merrick Blvd,,11422,QUEENS,(212) 226-6333,,Hepatitis,Hep B Vaccine,True,False,True,False,4131980038.0,40.6739341,-73.7356815,4131980038.0,4539016.0,31.0,413.0
187,Lower East Side Harm Reduction Center (LESHRC),Syringe Exchange Program,25 Allen Street,,10002,MANHATTAN,(212) 379-6996,"Free services are available.<br><a href=""http://www.leshrc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Vaccine,True,False,True,False,1003000025.0,40.715706,-73.99261,1003000025.0,1003893.0,1.0,103.0
188,Charles B Wang Community Health Center - Manhattan,Community Health Center,268 Canal Street,,10013,MANHATTAN,Call 311,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.cbwchc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Vaccine,False,True,False,False,1001960013.0,40.7188699,-74.0011636,1001960013.0,1002344.0,1.0,101.0
189,Immunization Clinic - NYC Health Department - Brooklyn,Community Health Center,295 Flatbush Avenue Extension,5th Floor,11201,BROOKLYN,(212) 206-0574,"Free services are available.<br><a href=""http://www1.nyc.gov/site/doh/services/immunization-clinics.page"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Vaccine,True,True,True,False,3020790021.0,40.6917854,-73.9819342,3020790021.0,3058406.0,35.0,302.0
190,Ali Forney Center,Community Organization,321 West 125th Street,,10027,MANHATTAN,(718) 245-2800,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.aliforneycenter.org/get-help/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Vaccine,False,False,False,False,1019520019.0,40.8108692,-73.9521974,1019520019.0,1059310.0,9.0,110.0
191,Kings County Hospital Center,Hospital,451 Clarkson Avenue,,11203,BROOKLYN,(212) 263-6804,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/kchc/html/home/home.shtml"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Vaccine,False,True,False,False,3048290001.0,40.6567192,-73.9461696,3048290001.0,3327711.0,40.0,309.0
192,Bellevue Hospital Center - Hepatitis Clinic,Hospital,462 First Avenue,,10016,MANHATTAN,(718) 210-1030,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/bellevue/html/home/home.shtml"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Vaccine,False,True,False,False,1009620100.0,40.7393782,-73.9756253,1009620100.0,1086515.0,4.0,106.0
193,Brooklyn Chinese Family Health Center,Community Health Center,5008 7th Avenue,,11220,BROOKLYN,(212) 923-7600,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.lutheranhealthcare.org/Main/LutheranFamilyHealthCentersSunsetTerrace.aspx"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Vaccine,False,True,False,False,3007937503.0,40.6423899,-74.0063458,3007937503.0,3393316.0,38.0,307.0
211,After Hours Project,Syringe Exchange Program,1204 Broadway,,11221,BROOKLYN,(718) 250-6559,"Free services are available.<br><a href=""http://www.afterhoursproject.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,False,True,False,3016130019.0,40.692085,-73.9269266,3016130019.0,3399422.0,41.0,303.0
194,Washington Heights Corner Project,Syringe Exchange Program,566 West 181st Street,2nd Floor (ring bell),10033,MANHATTAN,(718) 472-9400,"Free services are available.<br><a href=""http://www.cornerproject.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Vaccine,True,False,False,False,1021530063.0,40.8491521,-73.9334469,1021530063.0,1063636.0,10.0,112.0
195,AIDS Center of Queens County (ACQC) - Woodside,Community Organization,62-07 Woodside Avenue,3rd Floor,11377,QUEENS,(718) 567-8808,"Free services are available.<br><a href=""http://www.acqc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Vaccine,True,False,False,False,4012940020.0,40.7445195,-73.9021914,4012940020.0,4307300.0,26.0,402.0
196,"Jianjun Li, MD",Private Practice Physician,730 58th Street,,11220,BROOKLYN,(718) 334-4601,,Hepatitis,Hep B Vaccine,False,False,False,False,3008580019.0,40.637285,-74.009927,3008580019.0,3016189.0,38.0,307.0
197,Elmhurst Hospital,Hospital,79-01 Broadway,"H Bldg, 3rd Flr, Rm 117",11373,QUEENS,Call 311,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/ehc"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Vaccine,False,True,False,False,4015000002.0,40.7446666,-73.8861451,4015000002.0,4437132.0,25.0,404.0
198,STD Clinic - NYC Health Department,Community Health Center,90-37 Parsons Boulevard,1st Floor,11432,QUEENS,(718) 933-2400,"Free services are available.<br><a href=""http://www1.nyc.gov/site/doh/services/clinics.page"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Vaccine,True,True,True,False,4097560006.0,40.7034026,-73.8002322,4097560006.0,4208836.0,24.0,412.0
199,Montefiore - Family Health Center,Community Health Center,1 Fordham Plaza,5th Floor,10458,BRONX,(212) 523-4000,,Hepatitis,Hep C Testing,False,True,False,False,2030330053.0,40.8608114,-73.8902149,2030330053.0,2088325.0,15.0,206.0
344,Broadway Family Health Center,Community Health Center,1238 Broadway,,11221,BROOKLYN,(718) 684-6209,,Hepatitis,Hep C Treatment,False,True,False,False,3016180022.0,40.6915209,-73.9260205,3016180022.0,3347167.0,41.0,303.0
200,Mount Sinai - West,Hospital,1000 10th Avenue,,10019,MANHATTAN,(212) 523-6500,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.roosevelthospitalnyc.org/index.aspx"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,False,False,False,1010680001.0,40.7697168,-73.9868805,1010680001.0,1082718.0,3.0,104.0
201,Mount Sinai - Samuels Clinic,Hospital,1000 Tenth Avenue,Suite 2TT,10019,MANHATTAN,(212) 828-8464,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.mountsinaihealth.org/locations"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,False,False,False,1010680001.0,40.7697168,-73.9868805,1010680001.0,1082718.0,3.0,104.0
202,New York Harm Reduction Educators (NYHRE) - Harlem,Syringe Exchange Program,104-106 E 126th Street,Suite 1A,10035,MANHATTAN,(855) 681-8700 Ext 3476,"Free services are available.<br><a href=""http://www.nyhre.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,False,True,False,1017740067.0,40.805242,-73.937974,1017740067.0,1054493.0,9.0,111.0
203,Brightpoint Health - Sutphin Health Center,Community Health Center,105-04 Sutphin Boulevard,,11435,QUEENS,(718) 842-8040,"Free services are available.<br><a href=""http://www.brightpointhealth.org"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,True,False,False,4100560012.0,40.6952716,-73.8036668,4100560012.0,4215005.0,28.0,412.0
204,Montefiore - West Farms Family Practice,Community Health Center,1055 East Tremont Ave,,10461,BRONX,(718) 299-1100,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.montefiore.org/mmg-west-farms-family-practice"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,2031390050.0,40.8405381,-73.8795067,2031390050.0,2000000.0,15.0,206.0
205,Acacia Network - BASICS Community Health Center,Community Health Center,1064 Franklin Avenue,,10456,BRONX,(718) 589-2440,"Free services are available.<br><a href=""http://www.acacianetwork.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,True,False,False,2026070032.0,40.82692,-73.9068987,2026070032.0,2004178.0,16.0,203.0
206,Urban Health Plan - El Nuevo San Juan Health Center,Community Health Center,1065 Southern Boulevard,,10459,BRONX,(212) 749-1820,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.urbanhealthplan.org/content/el-nuevo-san-juan-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,2027270058.0,40.8250534,-73.8918949,2027270058.0,2114609.0,17.0,202.0
207,William F. Ryan Community Health Center,Community Health Center,110 West 97th Street,,10025,MANHATTAN,(718) 735-1900,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.ryancenter.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,1018517501.0,40.7935824,-73.9675886,1018517501.0,1079308.0,7.0,107.0
208,Kingsbrook Jewish Hospital - Pierre Toussaint Family Health Center,Community Health Center,1110 Eastern Parkway,,11213,BROOKLYN,(718) 508-3040,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.kingsbrook.org/Healthcare_Services_Medical_Education/Programs_Services/Ambulatory_Services/Pierre_Toussaint_Family_Healthcare_Center.aspx"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,3013960034.0,40.6687768,-73.9315568,3013960034.0,3037551.0,35.0,309.0
209,BronxWorks,Community Organization,1130 Grand Concourse,,10456,BRONX,(718) 945-7150,"Free services are available.<br><a href=""http://www.bronxworks.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,False,True,False,2024620042.0,40.8328079,-73.9190328,2024620042.0,2002833.0,16.0,204.0
210,Addabbo Family Health Center,Community Health Center,114-39 Sutphin Boulevard,,11434,QUEENS,(718) 249-0755,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.addabbo.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,4121850001.0,40.6852564,-73.793104,4121850001.0,4264063.0,28.0,412.0
212,Brooklyn Hospital Center - PATH Center,Hospital,121 DeKalb Avenue,2nd Floor,11201,BROOKLYN,(212) 531-1300,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.tbh.org/path-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,False,False,False,3020880004.0,40.6904629,-73.9780736,3020880004.0,3058410.0,35.0,302.0
213,Harlem United - Willis Green Jr. Health Center,Community Health Center,123-125 West 124th Street,2nd Floor,10027,MANHATTAN,(212) 807-8798,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""https://www.harlemunited.org/programs/primary-care/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,1019090020.0,40.8076958,-73.9469285,1019090020.0,1084686.0,9.0,110.0
214,CVS Care Plus Specialty Pharmacy,Pharmacy,126 8th Avenue,,10011,MANHATTAN,(212) 426-3895,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.cvscaremarkspecialtyrx.com/wps/portal/specialty"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,False,True,False,1007667502.0,40.7411672,-74.0011464,1007667502.0,1076135.0,3.0,104.0
215,Coalition on Positive Health Empowerment (COPE),Community Organization,127 West 127th Street,Suite 208,10027,MANHATTAN,(718) 901-8000,"Free services are available.<br><a href=""http://www.copehealth.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,False,True,False,1019120012.0,40.8097951,-73.9457359,1019120012.0,1057904.0,9.0,110.0
216,Family Wellness Center/Martin Luther King Jr. Health Center,Community Health Center,1276 Fulton Avenue,1st floor,10456,BRONX,(718) 590-1800,,Hepatitis,Hep C Testing,False,True,False,False,2026120007.0,40.8313235,-73.9037103,2026120007.0,2004246.0,16.0,203.0
217,Bronx Lebanon - Family Medicine,Community Health Center,1281 Franklin Avenue,1st Floor,10456,BRONX,(212) 966-0466 Ext 1107,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.bronx-leb.org/COE/Family_Practice2.html"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,2026120043.0,40.8315074,-73.9024057,2026120043.0,2004254.0,16.0,203.0
218,Housing Works,Syringe Exchange Program,130 Crosby Street,7th Floor,10012,MANHATTAN,(718) 584-9000,"Free services are available.<br><a href=""http://www.housingworks.org/heal/medical-and-dental-care/hep-c/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,True,False,False,1005110012.0,40.7247093,-73.9963908,1005110012.0,1007944.0,1.0,102.0
219,James J Peters Veterans Hospital,Hospital,130 West Kingsbridge Road,,10468,BRONX,(718) 886-1200,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.bronx.va.gov/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,False,False,False,2032260100.0,40.868521,-73.9052721,2032260100.0,2095229.0,14.0,207.0
220,Charles B Wang Community Health Center - Flushing,Community Health Center,136-26 37th Avenue,,11354,QUEENS,(718) 298-5100,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.cbwchc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,4049780013.0,40.761534,-73.8300548,4049780013.0,4112477.0,20.0,407.0
221,Damian Family Care Center,Community Health Center,137-50 Jamaica Avenue,,11435,QUEENS,(718) 918-5000,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.damianfcc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,4099700019.0,40.7021832,-73.8150594,4099700019.0,4213644.0,24.0,412.0
222,Jacobi Medical Center,Hospital,1400 Pelham Parkway South,2S,10461,BRONX,(718) 636-4500,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/jacobi/html/home/home.shtml"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,2042050001.0,40.8556769,-73.8462363,2042050001.0,2097550.0,13.0,211.0
223,Bedford-Stuyvesant Family Health Center,Community Health Center,1456 Fulton Street,,11216,BROOKLYN,(718) 409-9450,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.bsfhc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,3018630160.0,40.6800179,-73.9426427,3018630160.0,3399697.0,36.0,303.0
224,Montefiore - Division of Substance Abuse,Community Health Center,1510 Waters Place,,10461,BRONX,(855) 681-8700 Ext 3474,"Free services are available.<br><a href=""http://www.einstein.yu.edu/departments/psychiatry-behavioral-sciences/dosa.aspx?id=4708/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,True,False,False,2042260130.0,40.8456871,-73.8411965,2042260130.0,2115332.0,13.0,211.0
225,Brightpoint Health - Inwood Health Center,Community Health Center,1543 Inwood Avenue,,10452,BRONX,(212) 312-5920,"Free services are available.<br><a href=""http://www.brightpointhealth.org"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,True,False,False,2028650067.0,40.844025,-73.916732,2028650067.0,2115887.0,14.0,204.0
